85,6,50
268,972,289,385,470,207
1,6,1,8,2,8,40
6,10,1,6,9,3,38
2,0,3,9,4,5,43
11,3,6,2,8,8,28
11,11,5,10,8,9,31
4,1,8,5,0,0,45
6,1,3,4,9,0,42
5,11,11,0,8,4,28
11,9,5,1,6,5,35
4,2,0,3,5,11,4
0,4,11,0,10,0,26
5,3,9,9,7,6,40
9,6,3,4,8,0,13
7,7,0,1,6,6,4
4,9,4,7,1,2,23
8,4,11,7,2,10,16
11,5,2,3,1,7,9
11,2,11,7,5,5,22
4,9,8,3,5,9,11
10,3,7,8,11,8,35
2,4,4,9,3,4,3
9,8,10,9,0,9,23
0,6,0,9,11,8,28
6,3,11,8,11,7,7
0,9,8,3,3,1,19
7,2,8,8,9,11,48
10,0,11,6,8,10,48
11,6,8,0,9,6,27
4,6,9,5,0,7,1
4,6,11,0,3,11,16
2,7,4,9,4,11,34
10,3,10,3,2,8,35
9,10,2,4,6,2,42
6,4,7,11,5,9,50
1,2,10,4,9,2,19
6,7,4,5,9,5,48
2,0,3,5,4,0,49
3,8,9,11,9,8,12
11,2,10,6,7,7,21
0,9,2,6,9,1,2
1,7,9,1,11,11,37
7,10,11,0,0,9,17
10,7,1,1,10,2,47
0,8,7,8,8,10,35
10,2,8,2,4,8,40
0,8,6,7,1,2,24
10,10,2,5,8,0,19
7,8,6,4,6,1,42
10,10,4,4,9,5,11
3,1,4,6,11,4,12
1,0,9,9,5,9,5
3,3,7,3,4,4,29
9,8,10,7,7,5,26
10,4,6,9,10,5,42
7,1,4,8,11,3,19
7,4,6,5,6,4,35
4,3,3,0,11,6,38
1,2,0,5,9,5,4
2,4,10,9,7,2,1
7,9,3,5,10,1,11
3,3,11,5,2,10,13
6,10,0,3,4,3,9
9,9,10,11,4,4,46
11,9,11,1,6,2,35
6,3,2,9,9,10,1
4,0,4,6,8,3,13
11,4,2,3,6,11,47
6,9,11,8,3,2,31
10,1,11,8,2,4,44
11,10,4,10,5,3,23
2,9,9,0,7,8,1
6,0,3,3,8,3,37
6,11,2,0,11,0,47
2,8,10,8,7,6,18
10,9,6,5,9,2,46
10,3,5,4,6,2,29
6,3,3,1,0,9,22
0,3,11,5,0,8,40
0,0,10,9,8,7,27
0,6,7,2,4,3,38
11,11,1,7,8,1,32
0,10,7,3,3,7,5
6,6,7,3,8,2,25
8,0,8,0,2,6,19
0,3,6,0,4,9,6
