30,5,50
992,373,760,801,643
5,27,9,12,8,46
19,6,14,25,24,22
25,27,25,3,21,11
14,26,19,12,33,10
13,19,20,31,24,39
7,17,17,16,17,3
27,7,33,6,32,6
11,26,0,10,13,21
27,15,19,2,5,15
0,10,8,21,19,25
23,19,14,28,30,4
33,16,23,15,3,40
25,32,28,1,3,19
0,20,27,5,32,3
9,33,33,14,25,31
1,25,31,4,22,23
13,7,7,4,12,10
7,13,26,32,11,9
7,13,27,5,3,7
33,17,22,8,6,42
4,9,20,18,29,24
18,7,21,9,25,0
33,25,24,21,27,22
1,33,17,12,10,22
0,10,4,23,7,44
12,32,32,0,7,0
22,30,32,18,13,20
7,21,9,25,14,23
7,4,12,27,30,40
12,19,16,15,1073,16
