100,5,50
235,57,680,202,684
4,1,3,3,5,0
2,10,6,7,6,10
2,8,9,5,8,36
9,4,2,3,9,42
3,3,9,7,6,44
1,8,0,0,1,10
6,5,6,2,0,0
10,7,2,1,6,31
1,10,5,2,4,17
6,8,4,5,5,5
2,4,7,5,0,30
2,2,7,1,1,42
4,9,10,1,2,21
0,7,2,9,8,37
8,3,5,4,9,45
5,10,6,4,4,49
0,8,5,9,4,0
9,4,5,3,2,42
8,9,3,7,10,3
9,1,1,1,8,32
5,8,5,4,9,50
6,5,1,0,7,6
9,9,6,3,9,6
2,7,8,0,4,41
9,8,6,0,9,35
10,10,8,10,6,38
5,9,8,2,5,35
8,4,4,5,0,48
8,4,9,8,10,5
2,7,3,2,6,3
1,7,1,1,7,33
3,3,9,0,5,15
7,7,4,9,4,45
4,9,3,10,3,6
5,7,8,1,3,1
2,6,6,1,10,10
2,7,8,6,8,10
1,10,10,3,6,2
7,8,1,10,10,18
4,9,9,10,10,3
6,0,2,7,2,23
4,9,9,5,4,14
3,8,1,0,6,34
10,4,0,0,1,12
3,0,3,2,6,34
7,2,6,10,9,25
8,9,0,2,8,46
1,7,6,1,8,4
3,5,2,7,7,46
1,2,5,5,9,21
6,4,7,1,6,28
6,2,6,8,6,25
1,6,5,9,0,34
6,7,10,3,8,23
10,6,9,5,2,37
0,3,8,5,10,9
4,2,10,5,1,27
10,1,5,2,3,33
3,2,6,8,3,0
9,6,3,5,10,9
2,4,7,10,5,10
1,10,8,4,2,42
2,6,6,0,4,21
0,9,4,0,2,43
7,3,5,10,8,32
2,1,7,7,9,14
1,1,1,7,10,4
9,4,6,2,3,24
10,3,5,5,1,43
8,3,7,0,8,0
2,7,0,1,6,14
9,6,5,8,6,19
0,3,10,2,4,8
4,1,10,0,9,50
1,4,4,10,8,8
8,6,9,8,0,36
7,4,1,2,4,27
2,9,8,1,1,30
0,9,8,3,2,2
1,9,6,0,2,3
1,9,4,1,1,24
8,8,5,10,0,23
0,9,8,7,6,34
4,8,0,7,8,1
8,0,4,1,5,3
6,4,5,5,9,2
9,5,10,6,2,7
5,3,8,2,7,43
10,3,1,3,2,47
8,10,9,8,5,32
7,9,4,1,6,13
9,0,9,2,8,7
7,6,10,9,10,46
8,8,6,8,3,24
5,4,6,8,0,37
5,8,3,2,9,31
5,7,6,0,0,8
9,8,4,8,4,45
7,1,5,0,3,24
3,0,2,0,5,23
