75,8,50
1000,299,20,867,229,708,146,834
1,2,10,9,12,3,7,8,37
1,13,5,1,2,3,10,0,47
7,11,6,5,5,3,3,4,12
0,0,11,0,13,10,13,3,29
6,0,12,11,12,3,2,5,45
6,11,1,6,5,13,12,1,41
10,6,4,4,7,13,7,10,20
13,4,4,3,11,4,1,7,29
3,3,5,6,10,8,13,1,11
4,11,6,7,13,6,6,0,16
8,11,0,12,10,0,3,12,20
1,8,10,13,13,13,13,1,46
12,6,0,13,3,9,2,3,38
6,12,1,11,5,13,2,5,27
9,9,0,6,11,8,7,10,11
2,13,0,10,3,11,10,6,27
9,0,9,0,12,1,2,6,11
12,5,11,8,5,3,8,7,47
9,2,2,3,9,0,12,4,5
8,0,6,6,8,10,10,6,43
4,7,0,9,12,2,12,1,29
3,12,12,8,13,2,2,3,27
10,10,7,13,12,7,10,13,12
0,5,2,7,13,8,8,3,5
13,6,5,2,8,3,8,9,23
2,11,3,10,8,3,0,1,40
6,3,8,6,11,4,12,6,15
3,8,7,2,5,10,4,1,47
8,1,7,13,12,8,13,2,48
9,0,1,1,10,0,10,12,10
3,2,7,11,11,10,10,1,29
9,5,9,8,8,8,6,6,34
2,5,0,6,5,10,11,1,32
1,10,3,6,2,1,2,3,24
8,0,1,5,13,11,1,4,18
13,2,4,0,6,4,11,3,22
0,13,11,12,13,13,1,10,35
12,6,0,6,1,8,10,2,49
13,1,2,6,10,12,7,6,9
5,0,6,8,10,10,3,9,42
3,5,2,7,4,6,9,12,16
11,0,12,7,3,3,9,1,18
9,5,8,11,4,1,4,6,30
9,6,12,4,11,0,5,10,8
2,5,12,7,8,4,9,4,28
13,4,13,2,11,12,8,9,16
6,4,9,4,4,8,4,7,1
8,6,10,13,8,6,7,11,30
13,1,5,0,7,8,11,1,11
6,13,5,6,12,3,8,0,49
4,13,3,5,6,9,13,0,34
11,5,1,3,3,13,9,8,13
3,9,2,0,3,10,1,7,49
1,4,6,5,5,7,12,3,49
7,3,0,1,1,12,2,4,40
11,0,3,11,12,10,0,12,50
4,2,7,12,11,6,11,4,14
13,6,5,6,2,13,3,8,12
6,7,6,7,6,2,12,3,18
6,6,3,7,3,9,2,13,13
8,1,11,10,12,4,3,2,20
4,7,11,7,0,6,1,12,43
7,4,6,8,5,8,10,3,27
1,12,9,12,7,8,4,13,45
9,7,3,3,0,12,11,9,25
7,10,0,12,8,0,11,5,3
8,10,7,3,2,2,7,8,24
0,10,12,5,12,1,5,7,3
10,11,0,9,4,7,1,6,15
11,3,11,8,4,10,1,3,49
9,6,13,8,6,4,13,12,28
10,11,2,1,8,13,2,11,33
7,7,3,12,10,2,11,10,33
6,7,5,8,7,2,3,4,37
3,8,3,5,5,12,0,238,42
