80,5,50
521,518,10,136,30
12,10,6,7,1,18
8,10,9,9,6,20
2,1,0,0,10,1
8,4,3,5,5,42
8,9,8,0,9,25
0,2,11,5,10,40
10,2,9,9,12,4
5,8,11,6,6,2
6,7,11,4,6,11
11,8,3,7,2,5
3,3,4,6,9,15
12,12,10,2,12,7
0,10,0,12,7,14
6,7,6,8,0,31
7,12,1,9,3,8
6,3,0,2,2,31
11,3,5,5,11,9
4,5,9,11,1,22
7,10,0,1,7,22
6,2,2,7,9,1
2,11,11,4,11,9
8,7,10,5,10,43
4,2,2,0,2,33
10,2,9,0,5,24
6,11,8,5,3,21
11,4,5,9,1,25
12,2,8,7,5,47
2,4,0,3,1,49
4,8,9,3,8,0
3,6,8,0,6,50
5,6,7,1,8,36
9,8,4,3,10,33
0,10,8,4,5,36
8,7,12,1,8,34
2,0,8,6,4,10
0,7,6,1,5,42
4,7,9,4,6,40
6,5,0,11,3,41
11,8,8,3,0,32
10,11,11,0,5,30
10,5,1,0,0,7
12,9,9,6,7,25
8,1,4,9,0,21
6,12,12,0,3,34
2,1,1,6,1,21
8,6,3,4,1,1
7,1,5,5,6,25
9,12,7,10,9,7
10,11,5,6,4,11
9,7,5,10,8,16
1,2,0,9,6,32
1,7,5,10,7,43
8,6,8,0,5,44
2,9,11,5,3,49
12,6,3,12,1,20
10,5,6,2,8,17
0,1,11,5,10,34
0,7,8,7,5,19
3,10,4,2,7,26
11,7,2,3,0,12
2,3,8,11,10,19
10,11,12,12,11,39
3,11,8,5,8,30
4,9,2,4,4,1
1,4,9,7,8,28
6,0,1,5,2,5
7,7,10,1,4,24
1,9,4,4,5,47
2,9,3,12,2,5
0,8,4,10,1,5
10,0,11,1,6,9
5,2,11,10,9,10
8,2,10,8,3,46
10,5,11,11,12,40
11,12,2,1,7,19
11,11,9,12,3,43
10,0,5,1,5,18
6,4,8,6,12,39
7,8,2,8,10,17
0,12,7,6,8,50
