65,14,50
682,656,548,442,747,183,945,125,837,707,273,860,667,564
15,10,15,1,11,11,3,5,15,14,7,15,3,0,17
0,15,7,5,12,1,10,4,3,14,6,3,0,12,17
6,6,15,3,12,7,3,5,3,8,10,8,15,1,17
10,8,9,8,4,2,2,10,0,2,0,10,10,13,12
8,10,2,6,3,0,11,7,15,0,15,9,10,1,31
7,14,1,4,10,9,11,5,4,11,11,14,15,0,16
15,6,0,5,0,1,3,10,4,7,8,5,15,15,50
0,5,8,6,10,5,10,9,2,7,12,14,4,2,35
8,2,1,11,10,7,6,1,6,8,0,1,6,12,28
4,11,14,3,12,4,0,4,3,2,1,15,1,9,37
5,3,9,6,12,8,14,9,15,13,5,3,6,11,31
12,7,15,12,2,13,11,1,8,8,12,10,2,5,37
5,14,0,8,13,5,7,4,6,3,0,13,8,2,3
15,0,14,0,9,4,5,11,14,5,13,9,13,10,46
1,3,10,0,9,15,10,6,10,6,8,12,3,9,48
14,0,4,13,9,13,8,9,14,5,11,8,5,0,8
10,4,12,15,0,15,10,0,9,2,13,8,14,13,38
9,10,15,5,2,14,6,4,5,4,6,4,11,2,37
3,7,1,5,13,8,15,4,11,3,2,0,9,1,2
13,13,5,8,12,5,0,12,13,15,8,12,4,15,38
10,0,13,0,9,8,13,7,14,6,3,1,12,9,50
9,1,5,4,5,11,14,6,8,15,5,6,9,11,26
14,5,10,2,3,1,8,3,2,2,6,14,10,0,28
4,10,8,14,12,12,1,9,12,2,1,14,6,15,32
7,5,10,14,8,9,15,2,7,14,6,3,15,3,15
9,7,10,15,6,15,11,13,1,11,15,0,3,3,43
4,6,9,7,10,11,13,10,8,11,14,2,1,0,29
14,6,5,7,2,12,11,10,10,0,13,8,14,9,50
4,6,13,2,9,0,6,2,0,0,6,4,4,7,3
3,4,7,11,10,9,5,10,15,8,0,12,14,10,38
3,2,10,5,0,11,15,7,7,13,11,1,2,6,44
4,8,2,15,5,15,2,4,11,15,10,1,6,9,11
7,2,8,0,13,12,7,11,2,5,4,3,4,5,29
7,1,2,5,7,12,0,11,4,2,11,5,4,13,35
0,10,8,7,0,6,5,6,10,9,12,1,5,12,5
5,1,1,7,8,9,9,1,2,5,7,9,14,4,6
3,0,8,7,5,9,2,13,9,9,15,13,3,4,37
15,3,9,5,10,13,15,11,0,7,0,8,5,2,29
3,6,13,4,9,7,6,15,6,14,3,13,0,14,28
6,4,6,9,8,6,12,10,14,3,4,6,5,9,50
5,11,10,13,1,8,12,4,3,2,4,15,9,11,31
6,11,14,3,8,14,11,12,13,8,14,10,13,5,28
2,15,10,5,1,4,8,4,8,5,3,9,5,10,20
11,4,12,11,5,5,13,9,9,0,7,13,7,6,32
13,14,10,11,8,2,1,1,10,15,5,2,15,13,15
5,11,4,7,8,10,2,4,13,3,11,9,1,2,37
2,14,7,3,10,1,9,10,0,14,14,2,12,2,45
5,13,10,8,15,5,2,14,14,7,1,4,8,15,21
15,2,3,6,9,14,9,9,3,4,9,2,14,4,36
15,11,10,5,0,1,3,6,3,0,0,6,15,4,19
11,5,12,4,3,3,11,6,15,11,15,8,1,5,45
14,5,0,11,4,14,14,0,9,3,1,8,1,10,4
11,6,3,15,1,15,9,14,7,3,4,0,4,0,49
14,13,7,7,13,6,10,3,14,11,9,3,5,14,45
10,12,0,6,2,9,5,10,13,13,3,15,1,14,17
1,3,7,13,8,3,14,6,5,9,7,10,10,14,8
9,15,15,12,13,2,13,11,1,14,8,9,9,0,8
14,13,6,13,7,8,8,0,11,1,12,10,1,7,42
13,0,2,11,15,6,8,1,14,13,13,3,1,11,38
14,0,9,1,4,7,6,5,0,7,13,0,8,13,36
8,1,7,6,1,6,4,4,9,12,12,7,1,0,26
9,13,2,3,5,14,6,9,12,14,8,14,10,10,12
11,8,7,6,4,3,14,8,6,12,10,10,15,2,30
13,14,13,13,3,13,12,12,2,11,1,9,7,15,32
9,13,10,5,10,14,13,13,1,8,11,8,2,1418,50
