70,6,50
398,418,431,119,893,1000
6,5,7,1,8,6,13
9,3,0,2,6,12,13
2,10,9,10,4,3,13
10,5,12,10,13,12,12
12,3,7,13,14,5,8
1,5,14,13,13,10,20
1,1,5,0,11,12,18
2,7,3,5,0,13,17
6,4,5,1,11,9,18
9,7,12,11,6,9,19
9,3,2,11,13,2,46
7,1,13,13,4,8,40
2,2,9,5,1,5,23
4,2,1,8,8,6,34
3,1,2,6,8,8,32
10,13,0,7,3,11,27
6,0,7,9,1,13,0
8,3,2,14,2,2,11
2,3,13,12,4,1,29
11,5,9,13,7,14,18
14,11,10,5,11,13,36
1,5,5,0,7,7,39
4,2,8,0,2,5,48
4,4,10,9,13,8,41
3,10,12,9,4,8,2
13,6,10,13,4,13,26
11,12,3,3,9,0,47
4,0,11,3,8,4,35
6,3,5,13,9,12,9
0,8,6,14,5,2,6
11,11,11,12,9,6,30
10,13,11,2,6,11,10
2,8,14,11,0,12,29
1,6,14,0,0,0,40
0,14,9,6,4,13,8
12,6,10,9,8,9,48
4,6,5,6,5,5,5
11,8,14,9,13,12,1
2,8,0,1,10,8,12
7,10,12,14,6,8,22
9,4,9,7,10,4,32
9,2,0,10,0,11,15
7,0,12,2,4,11,31
1,0,10,12,14,12,49
4,1,3,11,13,9,14
8,2,1,1,0,13,46
12,9,4,9,12,2,40
5,0,3,9,8,13,31
6,2,5,10,7,9,17
10,4,1,10,5,11,41
6,10,13,13,11,12,26
10,11,2,7,6,3,21
11,6,13,5,8,6,10
9,0,8,12,11,2,40
10,7,14,10,1,6,44
11,4,9,12,12,11,44
2,1,8,12,12,6,48
2,14,2,0,13,5,31
8,10,11,0,1,6,43
8,7,1,12,10,6,32
3,3,14,13,5,7,44
8,9,2,4,13,3,14
11,0,6,12,8,2,34
12,12,6,2,7,10,20
13,4,14,1,11,5,44
0,1,10,3,13,5,5
12,8,11,1,13,6,13
8,12,6,11,6,2,47
3,13,6,2,2,10,20
11,9,5,5,14,304,8
