50,6,50
227,940,377,371,456,417
9,12,4,18,20,16,32
15,13,19,11,4,12,9
5,11,19,14,3,4,0
19,7,15,10,20,16,16
12,4,6,8,19,15,45
0,11,8,3,8,20,30
18,18,15,14,20,19,22
5,6,12,17,12,4,13
14,4,6,6,14,0,4
7,9,8,5,6,9,7
6,7,20,2,17,12,4
4,4,20,10,3,11,45
1,6,7,12,8,10,31
17,11,12,5,15,16,35
5,1,5,8,6,8,15
8,5,10,7,7,18,10
18,8,14,19,4,9,27
17,15,6,17,10,15,26
3,8,14,15,16,5,16
3,18,19,3,7,3,41
15,15,17,12,2,11,49
0,0,13,20,18,1,2
1,11,12,4,4,14,36
19,0,1,3,3,12,7
13,13,11,19,13,5,27
19,8,18,1,1,17,31
20,5,9,0,18,12,3
2,16,14,14,11,6,37
8,20,17,9,2,3,0
6,18,7,11,4,11,1
17,17,0,16,20,1,29
4,11,17,1,12,17,33
8,16,9,17,16,6,10
0,18,13,0,10,0,17
2,20,6,13,3,10,38
14,12,19,20,15,7,35
9,1,3,3,14,10,2
5,2,6,19,12,13,0
15,8,8,2,9,5,27
3,11,4,4,17,2,7
14,5,7,8,8,16,14
17,16,15,19,10,12,39
17,15,13,15,3,16,3
2,4,11,12,4,14,30
8,9,16,19,16,0,14
18,15,2,20,8,11,28
16,11,14,20,2,18,13
4,19,10,10,9,13,5
3,12,1,6,20,4,33
1,2,17,6,12,12,36
