65,8,50
327,331,34,304,445,147,203,766
7,7,14,10,3,0,13,12,23
15,0,2,12,8,11,0,0,24
14,10,13,13,5,9,8,6,20
0,8,8,0,15,13,4,10,41
3,5,10,15,8,6,15,6,2
4,1,10,4,6,15,8,11,7
9,5,4,1,0,13,8,14,38
11,10,11,11,8,8,13,0,2
1,8,13,15,7,6,10,10,25
4,9,15,1,14,11,10,5,47
4,5,11,12,12,1,7,3,33
5,10,14,7,11,4,14,1,20
10,3,14,9,8,8,2,4,15
15,2,0,4,14,1,14,8,20
12,10,12,4,8,6,0,2,13
4,8,15,3,3,11,5,4,6
7,9,4,2,7,8,6,15,14
0,1,1,8,2,4,15,15,20
4,2,3,1,9,10,7,3,9
14,3,3,6,3,10,15,6,37
7,14,15,15,10,9,11,5,44
9,10,6,11,3,5,3,10,10
4,5,6,2,0,15,10,6,34
15,8,2,15,5,0,11,5,43
1,1,7,4,15,9,8,7,1
0,2,15,14,12,15,13,15,43
12,13,7,5,12,9,10,11,21
10,9,6,0,0,6,0,13,16
7,9,4,12,9,6,3,15,31
10,4,10,10,3,7,2,3,45
15,10,7,2,11,7,11,8,37
2,1,15,5,14,1,1,8,39
11,14,15,11,11,1,10,3,50
5,7,4,5,7,13,10,8,27
13,4,13,7,5,5,9,5,42
10,5,10,11,14,5,15,0,19
5,11,8,1,5,2,5,11,44
11,14,0,5,6,7,8,8,11
0,1,7,11,12,0,13,11,35
11,14,2,13,6,11,15,8,49
4,2,9,1,14,11,11,6,22
4,1,13,3,2,15,13,2,2
10,8,14,12,13,11,15,14,25
5,6,6,1,12,5,13,12,17
4,15,10,2,1,0,3,9,3
12,11,2,3,3,10,9,3,36
13,5,15,11,12,0,13,7,11
9,0,12,4,6,0,0,4,19
0,0,5,5,12,5,13,8,37
7,5,12,2,15,12,3,7,16
13,15,9,10,14,10,12,6,16
5,12,5,2,15,11,14,15,33
9,5,12,7,5,10,1,9,40
2,2,11,15,9,10,10,1,13
2,8,2,3,7,2,13,6,19
0,9,2,10,12,6,2,15,29
6,3,8,8,15,4,8,6,5
10,11,9,14,7,15,11,9,20
2,5,14,12,6,7,3,3,39
8,13,6,0,15,14,13,1,7
14,15,4,12,13,12,9,3,34
1,14,11,10,8,2,5,4,1
13,14,1,9,14,3,3,9,5
9,2,13,3,11,7,10,15,0
3,8,10,1,5,14,5,0,17
