60,5,50
328,314,555,592,974
16,15,6,10,5,44
13,9,13,13,14,34
8,1,8,8,2,27
12,5,14,13,12,6
10,10,6,9,12,0
0,13,10,10,0,19
8,3,9,12,5,25
1,16,3,16,9,44
10,0,12,4,8,26
4,16,16,8,11,46
0,12,4,0,11,8
16,14,8,15,14,19
6,7,6,6,2,22
9,0,9,16,5,37
7,0,11,2,14,44
0,11,1,14,2,31
13,0,2,0,1,21
13,7,7,15,11,38
10,8,13,16,2,35
4,6,14,12,3,47
9,6,3,16,4,50
8,10,4,10,10,39
11,10,16,13,1,33
10,1,5,3,9,2
16,3,9,1,12,42
12,13,12,1,11,31
6,0,0,3,9,40
13,16,2,14,14,31
8,9,16,2,15,41
10,5,1,3,15,32
7,13,1,10,3,47
12,0,8,5,8,24
16,6,13,1,11,20
1,14,4,2,5,2
4,4,10,9,10,16
6,1,7,13,8,13
15,4,3,2,3,33
10,13,5,0,6,2
6,2,10,1,9,4
2,6,1,11,13,14
5,14,16,12,10,25
3,15,16,0,8,12
2,5,10,3,3,28
10,11,2,7,0,37
11,3,5,1,3,10
16,5,12,2,14,47
11,2,0,9,9,13
3,1,4,12,3,39
8,1,5,5,13,14
13,13,5,10,13,0
16,2,1,8,11,18
0,12,4,4,3,42
7,6,14,16,7,8
16,0,1,10,9,7
16,14,6,9,1,41
16,12,14,14,9,11
16,0,6,1,13,6
7,9,8,12,0,32
3,3,2,11,1,22
9,10,12,4,443,35
