45,6,50
971,898,208,34,188,901
7,11,3,11,22,9,32
10,4,7,20,21,19,6
20,3,4,13,9,10,0
4,18,16,18,18,1,47
5,17,2,8,3,8,26
19,1,13,19,0,22,32
14,2,17,20,6,22,41
19,17,16,4,4,11,0
11,22,14,1,2,3,36
11,3,4,20,20,4,31
17,16,2,10,19,5,50
8,7,21,22,1,13,43
17,12,3,16,9,2,1
0,18,20,18,6,19,3
22,9,4,0,19,12,27
19,3,9,5,3,4,12
18,20,0,1,9,14,19
1,13,13,14,8,1,5
11,17,5,14,8,5,12
15,20,10,2,19,12,47
14,7,12,21,7,4,36
16,11,15,17,8,1,17
20,3,5,16,9,3,3
21,9,3,17,4,19,40
1,19,12,8,13,2,20
12,15,8,0,3,4,33
22,11,4,9,22,10,50
7,6,6,11,15,16,47
0,0,19,0,2,8,11
22,13,6,18,8,6,23
17,11,0,12,13,0,21
12,9,0,5,7,15,17
12,0,21,21,1,12,15
15,6,3,17,5,14,40
20,8,12,12,22,22,4
3,2,9,3,1,14,44
3,17,13,0,1,14,4
13,0,5,16,5,22,25
17,13,15,20,19,22,10
4,1,2,3,21,11,48
5,2,17,17,21,4,9
9,14,17,15,1,7,16
22,2,22,4,15,21,43
4,14,13,14,18,15,6
2,13,4,13,5,355,20
