30,5,50
30,125,665,99,204
29,24,8,11,16,26
33,7,32,2,9,35
13,30,25,4,1,30
14,21,4,5,13,22
23,33,21,10,32,33
33,9,16,20,0,17
10,9,11,24,18,40
22,3,6,21,12,15
20,25,23,16,27,4
5,21,16,17,33,50
23,17,4,26,15,37
2,14,7,33,31,40
16,17,5,28,7,46
28,8,10,8,10,44
31,11,6,6,9,0
18,10,19,29,1,15
3,19,10,4,4,17
0,33,18,30,14,3
33,1,30,11,17,37
21,11,13,13,26,35
13,24,12,3,10,36
31,14,22,8,20,36
16,27,1,12,16,4
15,20,14,13,9,34
33,24,4,27,33,16
14,8,18,4,24,6
3,5,22,33,26,46
30,14,32,13,25,6
5,19,2,3,20,27
23,7,5,20,19,30
