85,6,50
546,621,365,607,96,521
4,2,9,6,6,3,3
6,8,10,5,10,5,4
2,0,5,6,8,8,22
1,7,4,7,5,8,21
11,11,2,0,11,4,35
2,9,6,10,2,9,37
1,8,3,2,2,10,4
3,9,1,5,8,2,12
0,8,10,3,10,3,13
1,6,6,11,10,2,47
6,6,0,3,11,0,4
10,5,11,1,9,11,12
2,5,3,7,6,3,39
9,4,7,10,8,0,45
8,10,11,7,8,8,5
5,11,2,5,1,11,18
6,9,5,7,0,1,3
6,10,1,8,1,9,36
5,7,10,3,9,5,19
5,7,10,6,5,9,31
10,9,9,1,2,10,21
3,3,11,10,1,0,15
8,7,4,1,11,8,21
6,6,1,2,9,3,30
5,6,6,4,5,5,9
3,2,0,9,0,11,23
1,2,11,11,10,11,20
2,4,8,0,6,7,15
5,0,4,1,2,9,15
11,3,9,4,11,2,34
7,8,11,10,2,11,3
11,7,8,10,3,0,8
5,3,8,3,0,9,20
10,1,4,0,1,4,19
11,10,5,4,10,4,50
7,11,5,6,11,5,10
9,1,11,4,5,9,34
10,0,0,8,3,5,1
7,8,11,11,0,0,32
2,0,0,8,11,6,30
6,1,2,0,2,11,0
0,0,5,10,9,4,16
9,9,3,3,3,1,11
0,5,9,11,10,10,42
2,4,6,0,0,11,15
3,6,6,10,11,4,27
0,7,9,1,10,0,25
4,10,0,9,2,1,44
0,6,4,7,4,0,22
8,7,1,1,4,5,15
10,5,6,0,9,10,25
7,4,0,7,0,11,43
8,8,3,7,6,4,12
6,3,2,4,1,0,2
4,2,6,4,9,6,7
0,11,4,9,7,7,34
5,3,1,6,1,6,47
8,11,4,1,1,10,30
7,4,10,9,8,10,26
11,8,1,2,9,8,7
11,10,4,10,1,9,44
3,9,8,10,8,8,20
4,4,10,2,11,10,10
4,3,8,8,3,5,2
0,7,6,4,11,7,37
1,7,3,9,9,0,20
6,6,4,6,6,2,7
3,4,6,3,7,4,29
9,7,9,9,1,11,14
1,10,7,3,4,2,12
2,0,9,2,5,4,8
10,9,1,11,7,5,18
6,1,11,10,4,11,46
5,9,0,9,3,3,1
3,8,3,9,9,6,26
2,11,8,11,6,8,32
1,0,5,4,6,10,26
2,10,8,0,0,1,47
3,0,11,8,11,9,35
5,2,5,7,6,4,2
10,8,7,1,7,9,10
10,0,10,7,11,7,37
1,5,5,6,9,1,46
3,1,2,5,0,5,12
4,10,0,6,0,11,27
