45,5,50
521,826,335,12,681
20,11,0,20,2,9
6,3,5,20,12,43
5,2,18,16,4,3
19,19,22,14,12,18
7,13,2,16,2,25
0,1,0,22,15,11
20,14,21,11,22,31
19,12,10,1,14,11
18,1,8,2,17,36
16,8,16,14,12,6
15,22,2,11,3,28
3,21,10,17,15,24
2,17,13,11,1,25
11,3,21,15,22,48
10,0,9,11,20,14
19,11,15,18,0,2
18,10,10,12,14,46
21,12,0,6,22,40
4,20,14,5,8,44
7,17,22,7,15,6
11,4,2,11,5,43
11,12,8,13,7,18
0,1,16,5,7,40
6,2,8,4,4,31
17,19,11,16,13,24
12,6,8,17,17,17
22,8,4,10,13,36
22,16,14,21,14,15
8,0,0,17,3,27
6,0,16,14,21,21
9,16,3,5,15,23
21,8,6,12,7,47
17,2,15,9,6,30
22,15,18,16,7,18
8,3,14,19,0,44
14,17,15,15,11,50
0,15,19,19,12,50
3,13,19,10,3,1
11,21,12,6,12,15
4,7,20,21,20,41
21,18,6,22,20,28
22,5,11,18,17,37
16,19,15,13,13,43
15,20,16,0,2,34
19,3,1,14,6,43
