20,9,50
456,400,800,292,271,248,961,497,106
10,41,1,11,15,11,47,18,13,48
12,1,10,16,16,4,13,16,18,23
48,19,49,16,50,48,10,45,31,32
43,26,44,5,12,49,37,18,44,7
45,19,39,29,45,17,10,23,23,23
36,2,9,36,44,5,19,37,27,36
25,23,11,21,28,38,35,24,33,34
1,43,16,14,27,29,8,21,5,40
22,9,27,30,3,48,7,14,1,0
11,36,17,42,44,38,33,4,30,13
41,20,50,15,22,11,32,49,40,35
26,42,6,5,16,44,23,4,15,44
26,45,43,18,10,2,0,27,31,20
37,17,9,19,39,3,26,18,33,2
36,50,16,50,45,49,7,11,22,49
11,24,19,29,3,10,22,16,31,2
37,36,26,45,23,44,5,47,45,46
17,30,30,22,8,4,28,22,9,50
14,7,30,3,32,50,7,31,26,12
2,49,18,41,18,4,23,44,32,13
