60,4,50
348,694,709,959
12,1,0,0,43
13,7,16,4,17
9,8,4,5,1
6,10,13,9,6
7,6,0,13,39
16,15,14,15,3
7,13,10,6,9
6,13,5,13,45
15,5,10,6,50
12,11,13,1,28
5,8,6,5,38
1,11,5,14,10
12,8,14,1,20
7,11,9,11,4
3,12,10,6,35
12,10,11,5,28
1,5,1,2,13
16,5,3,7,20
10,14,7,10,2
6,15,10,13,17
0,5,13,1,23
6,13,1,8,27
3,10,10,2,2
2,14,7,10,40
6,15,10,1,21
0,10,16,14,13
3,9,6,16,22
12,1,14,10,45
0,5,13,5,37
2,6,13,4,36
3,14,6,12,33
0,3,6,6,40
1,9,10,7,32
10,14,13,15,47
9,2,14,7,23
2,4,5,7,23
2,15,10,1,12
6,3,3,2,32
6,0,1,0,29
13,9,8,16,12
7,3,14,13,7
1,7,7,11,4
14,13,13,9,31
3,3,15,2,14
11,0,12,8,14
11,2,1,5,35
1,7,15,4,45
4,9,15,13,5
14,10,6,1,6
8,9,0,14,42
8,8,9,10,33
5,12,1,0,43
1,10,2,0,45
13,3,8,14,21
4,6,0,10,4
11,4,13,12,13
5,6,4,9,21
14,6,11,9,44
1,12,16,11,25
0,8,7,871,21
