70,5,50
792,523,863,895,136
8,0,6,13,8,12
1,13,10,7,5,40
12,10,5,2,4,40
5,12,12,1,6,31
13,0,3,13,4,18
10,1,7,0,14,9
10,6,7,13,1,50
1,9,8,3,7,36
5,2,6,10,7,48
8,12,4,5,4,33
10,1,9,5,6,4
3,12,5,11,4,0
6,1,9,13,7,18
10,8,9,5,4,8
3,9,13,10,1,11
11,1,0,14,5,41
11,13,3,0,14,43
5,12,8,12,12,20
13,9,3,4,1,42
2,13,1,13,1,6
2,5,0,0,8,37
13,11,1,8,5,29
12,9,3,5,2,41
0,8,2,0,4,48
8,5,9,12,11,0
6,7,5,14,10,23
4,6,5,8,12,34
1,12,9,1,7,20
1,12,3,0,4,8
3,9,1,0,10,50
10,2,0,10,3,13
6,8,1,5,9,12
1,6,8,14,5,42
7,11,9,10,0,40
0,9,4,8,5,7
13,13,9,12,14,2
8,13,1,3,12,9
2,7,13,9,6,18
12,1,3,3,14,20
4,11,14,0,9,17
8,12,7,7,7,44
6,0,6,6,1,43
13,2,0,11,12,4
10,14,5,9,2,23
9,6,5,10,12,22
4,8,6,8,3,39
8,5,5,14,2,41
10,5,12,9,7,13
14,1,3,13,12,20
1,9,4,0,12,49
11,12,11,13,1,7
2,8,6,1,5,10
5,8,7,13,1,12
14,9,7,2,13,49
10,4,5,7,13,18
5,10,2,1,12,0
13,13,5,6,4,37
7,14,5,1,0,46
8,7,6,11,13,29
12,1,5,11,14,49
4,11,6,14,14,22
3,1,0,4,8,12
11,3,9,11,11,27
10,2,12,3,9,40
6,0,2,5,11,10
14,14,5,5,13,9
10,6,9,2,11,44
9,4,7,12,3,48
0,11,12,6,13,43
4,9,1,3,789,49
