80,8,50
216,463,838,887,116,386,881,262
1,2,8,2,11,7,7,2,44
9,9,7,4,6,3,10,3,37
9,8,0,11,0,1,10,2,20
6,3,3,8,1,3,5,12,36
11,8,3,0,5,8,3,12,16
6,10,8,5,9,6,8,0,19
6,4,12,11,2,10,4,6,43
2,2,8,1,5,5,8,6,14
0,5,2,8,1,10,3,5,3
8,5,7,11,4,3,9,9,38
7,2,0,12,0,3,10,9,45
11,5,12,8,11,2,2,2,39
10,7,6,1,2,9,10,7,44
11,7,4,7,12,5,11,6,0
10,6,9,11,2,4,5,8,48
7,10,0,4,5,0,7,2,25
2,10,5,1,10,10,4,4,43
2,7,9,11,12,9,12,10,20
3,6,6,6,2,1,3,0,17
9,11,2,11,6,3,1,8,19
8,3,11,7,5,0,7,12,30
2,4,10,0,12,7,7,9,46
11,4,9,4,6,10,5,1,20
12,10,9,2,10,6,9,2,25
0,3,9,5,4,12,6,6,3
9,8,3,10,11,3,1,7,23
8,9,8,11,5,10,7,12,12
1,3,11,9,12,2,2,0,45
11,4,8,8,8,0,12,0,7
7,5,6,4,0,6,0,2,13
9,7,8,2,9,3,4,1,11
7,8,11,10,11,9,6,11,46
10,2,1,9,6,1,3,12,36
8,1,8,0,12,1,6,12,47
9,9,12,12,12,11,7,3,30
1,11,8,6,10,0,2,5,23
6,9,0,5,1,5,6,9,41
8,3,1,9,8,2,9,8,7
12,1,5,2,5,6,6,3,13
11,11,10,11,5,12,9,3,33
8,10,7,3,1,1,4,6,9
4,5,7,10,1,10,7,2,5
7,7,10,0,6,9,8,6,28
2,10,0,5,0,5,9,0,8
6,7,1,4,5,12,3,2,22
6,6,6,3,0,7,10,3,33
7,0,10,0,9,8,5,8,24
0,11,7,6,11,0,12,7,17
0,12,4,3,11,6,7,12,18
12,0,6,0,2,10,0,0,11
3,6,12,2,7,11,0,1,32
7,3,2,4,8,1,6,4,28
9,12,2,12,6,6,0,11,19
6,8,0,7,6,4,8,7,16
12,3,6,8,4,12,5,1,35
10,2,7,1,12,2,0,10,17
6,0,11,6,4,7,7,6,46
0,3,10,12,10,0,2,7,3
5,10,5,2,5,2,11,2,31
4,2,11,3,8,5,9,9,25
2,7,3,12,5,6,11,11,27
1,0,1,5,0,12,6,11,14
2,3,2,7,1,5,4,4,21
10,1,1,4,3,2,7,8,29
3,7,2,8,8,10,4,0,31
9,3,5,0,12,1,10,2,48
9,12,6,12,1,8,3,3,19
0,11,0,4,4,7,8,1,18
10,12,0,5,2,0,9,2,48
7,12,6,8,9,3,9,6,49
10,4,3,4,1,8,2,9,19
5,6,6,3,5,6,2,12,47
12,6,3,2,3,3,1,7,6
0,0,11,12,3,2,0,5,40
1,5,10,2,0,7,2,2,46
3,6,6,6,5,10,1,2,47
6,10,6,1,10,4,0,4,46
1,6,7,9,5,9,6,12,41
12,12,6,12,10,1,7,5,18
1,9,9,1,0,3,5,326,14
