90,5,50
497,355,318,332,280
11,2,2,4,2,50
3,8,10,5,2,34
3,5,8,11,0,17
8,11,4,2,0,17
4,8,10,1,1,33
3,2,4,3,3,33
7,2,3,9,7,41
8,11,6,11,9,35
5,0,10,5,5,7
1,10,10,9,1,18
6,5,10,10,3,37
5,1,11,6,8,32
6,9,3,5,10,46
4,9,3,7,0,8
10,6,7,0,10,29
7,7,7,3,4,49
2,7,10,2,6,41
9,7,5,0,4,50
6,4,6,11,6,47
6,1,8,3,2,45
6,2,2,3,0,18
0,1,11,1,7,32
2,3,0,8,8,4
0,6,10,7,3,13
6,5,8,9,9,6
2,1,1,9,3,34
10,0,11,4,9,22
3,11,5,6,7,45
6,9,4,7,11,30
2,11,8,8,1,41
8,4,7,4,3,29
1,4,0,6,1,40
5,1,4,6,6,10
3,8,11,6,7,47
0,7,9,4,7,22
3,1,1,9,0,7
5,5,2,7,2,41
6,8,10,11,4,32
10,1,4,10,7,24
8,3,5,11,10,38
8,10,4,6,1,17
2,6,10,3,4,44
8,1,2,2,0,45
0,2,0,8,9,26
3,11,10,5,3,19
2,1,10,1,9,27
7,1,2,5,10,29
5,4,11,5,8,5
7,7,0,3,0,4
8,10,10,6,2,42
5,5,5,1,1,16
10,1,7,0,1,23
2,8,3,3,2,8
10,3,0,5,8,49
10,9,11,9,8,18
4,4,3,3,7,10
9,8,2,4,10,28
10,5,1,11,10,32
10,6,2,8,10,44
7,2,3,3,7,8
10,11,4,9,6,29
7,11,3,11,3,13
7,6,8,9,11,26
4,11,1,0,1,49
1,10,3,8,10,30
0,11,7,5,1,36
5,11,3,9,6,31
11,3,2,1,2,36
5,4,8,10,6,45
10,3,2,9,2,33
4,7,10,11,3,38
0,11,8,6,5,32
10,10,3,11,4,47
1,10,10,10,9,16
10,3,3,5,0,8
5,3,7,4,8,44
11,6,10,8,8,42
10,9,0,5,7,4
8,6,1,6,6,48
0,2,7,1,2,18
7,10,3,7,1,16
0,6,9,2,1,39
4,9,10,10,7,22
3,9,6,8,2,9
2,4,9,11,4,15
9,10,8,8,6,44
10,10,8,10,4,13
9,10,0,1,0,25
7,9,2,11,10,18
7,0,5,4,0,1
