40,13,50
150,431,210,654,937,911,227,721,981,473,378,854,923
17,3,4,4,2,20,2,9,3,6,12,13,16,21
6,13,11,20,25,1,24,16,9,2,23,23,20,14
0,25,7,15,18,10,22,12,16,5,22,7,1,43
16,13,0,0,16,13,9,7,0,23,7,3,11,35
3,6,25,15,8,24,7,4,25,0,23,24,3,14
12,16,16,14,24,18,25,18,17,21,25,15,12,2
23,25,11,21,14,23,20,18,11,4,20,12,22,46
7,19,23,20,13,24,23,21,18,1,18,10,15,17
11,15,21,20,11,6,9,11,24,8,9,14,10,15
21,13,18,9,10,22,8,12,25,25,1,7,4,25
15,22,16,14,19,8,4,13,15,24,11,15,6,31
18,20,2,13,23,10,13,1,25,13,20,7,6,26
3,25,20,8,15,14,22,19,3,4,5,19,9,39
22,18,15,5,2,7,7,22,8,6,10,12,7,43
23,4,19,25,25,8,17,8,1,7,0,2,9,1
21,18,4,6,20,25,7,22,20,21,14,9,10,15
0,11,18,9,3,3,12,6,9,22,5,5,15,41
20,25,5,16,0,21,1,1,13,13,21,10,7,46
8,12,7,21,21,21,16,10,21,11,1,5,13,10
16,22,8,23,18,3,13,20,20,21,19,19,3,11
12,23,7,23,13,20,11,3,3,14,4,22,10,45
15,8,3,17,12,20,12,13,23,3,12,25,24,33
24,5,1,8,20,7,2,10,16,12,5,20,21,18
2,1,7,19,16,18,13,10,15,16,6,14,22,14
23,18,12,20,20,5,14,23,2,6,10,12,5,33
24,19,14,14,24,4,4,20,11,16,3,8,18,22
5,6,23,19,17,23,16,5,9,25,8,20,15,26
25,22,13,13,4,16,23,1,8,25,13,4,2,19
21,19,10,25,13,13,0,17,6,24,5,9,9,15
3,20,7,24,1,1,1,20,21,10,3,24,25,38
21,8,1,12,11,18,8,5,13,23,18,24,6,13
1,18,8,1,21,9,19,2,14,7,11,0,12,6
22,25,0,18,3,14,23,10,24,1,16,8,25,46
3,15,4,8,20,5,18,3,7,5,0,18,12,43
6,4,17,11,2,20,11,6,16,25,24,24,13,22
2,1,8,1,17,4,7,21,11,0,23,13,16,44
16,13,11,9,18,6,22,8,20,9,12,2,19,45
15,22,1,8,1,19,17,10,0,5,12,23,3,40
11,22,8,22,17,12,24,14,4,5,0,1,25,8
9,12,8,25,20,17,2,10,5,23,11,0,1229,27
