100,4,50
75,775,630,589
9,10,1,10,23
7,0,1,3,21
3,5,8,4,31
10,10,6,10,49
6,2,1,8,34
5,7,5,3,34
5,1,10,4,44
1,9,9,2,33
5,3,5,9,7
9,3,9,3,39
0,3,2,3,3
1,4,4,2,39
6,10,0,4,28
10,4,2,3,15
9,1,7,10,12
9,3,4,9,31
4,10,4,10,37
6,2,2,2,19
3,2,1,7,31
7,3,5,10,4
6,6,5,0,39
7,7,3,2,24
7,3,9,1,23
9,1,6,6,3
8,6,1,4,20
7,8,7,9,6
2,6,1,3,16
2,3,4,1,50
4,2,8,5,24
4,2,10,4,20
0,6,8,1,43
0,8,2,9,15
2,3,8,8,24
3,8,9,4,28
5,0,6,5,33
8,8,6,8,37
6,1,8,6,13
7,10,8,1,6
3,6,1,4,15
7,0,0,9,10
10,3,6,8,19
8,3,5,1,25
3,4,4,1,27
0,5,1,9,27
6,3,5,3,37
7,0,5,6,32
2,6,9,6,38
9,4,8,7,3
4,4,5,1,8
8,3,2,7,47
10,10,3,10,11
3,10,2,5,11
9,5,10,3,47
2,0,9,9,26
9,1,0,7,18
0,1,8,7,29
2,3,0,4,47
2,0,7,2,35
7,9,5,10,30
7,1,7,8,7
2,9,10,9,48
8,2,7,6,5
4,2,7,0,3
0,10,6,0,9
4,10,0,3,50
8,6,10,7,47
7,3,6,7,37
9,10,6,9,23
5,1,10,7,24
10,10,1,6,43
6,0,10,0,19
10,10,1,2,38
8,2,3,3,4
6,0,6,5,21
7,0,5,6,7
3,6,9,4,14
1,3,9,0,31
7,5,7,3,26
3,8,10,1,2
5,9,7,10,7
9,7,1,4,48
7,1,4,9,33
2,6,0,6,33
3,8,7,3,21
4,8,10,1,49
8,4,10,8,14
1,10,1,4,22
9,6,8,4,15
10,4,6,1,11
2,2,7,0,46
6,9,0,5,34
9,9,4,10,33
7,6,5,9,33
0,7,6,6,0
2,6,10,9,23
7,0,5,1,4
8,7,9,8,40
9,7,6,2,38
6,7,6,9,6
6,8,2,9,38
