35,13,50
51,492,2,48,348,871,137,516,353,863,54,812,221
21,8,11,6,23,1,24,21,16,16,14,27,18,38
18,28,23,9,6,6,19,17,23,9,15,9,26,13
22,25,5,19,10,16,10,23,15,20,17,3,28,6
23,9,14,23,21,25,0,24,7,3,3,17,20,27
22,13,25,8,19,22,11,5,14,9,1,6,27,34
22,9,23,16,27,10,6,3,16,25,12,22,2,42
22,17,0,0,4,6,21,14,8,10,10,26,27,3
23,0,22,3,19,23,15,13,14,17,16,15,28,8
24,28,5,9,22,19,24,21,7,11,4,18,19,10
20,11,19,3,2,27,16,2,1,21,20,0,13,44
1,7,9,18,0,8,7,27,0,17,12,5,13,28
9,25,17,14,10,9,28,13,26,18,16,1,27,30
15,27,1,18,23,21,4,20,7,19,15,25,8,2
16,23,25,21,17,17,26,7,16,10,10,10,15,37
3,3,21,2,4,17,24,25,2,9,14,15,26,12
8,13,2,12,6,5,13,13,19,2,0,8,27,37
27,28,12,21,27,24,27,11,9,22,19,14,21,27
15,24,1,2,7,28,25,18,20,23,0,25,20,39
7,0,10,26,22,20,18,26,28,10,20,10,23,26
22,12,14,7,23,18,16,5,13,1,21,1,19,27
4,22,27,28,22,19,0,6,15,22,3,10,21,13
4,13,1,7,19,14,25,23,4,24,4,18,8,38
19,9,26,13,7,11,2,8,14,26,13,2,26,41
13,5,19,15,26,19,13,1,4,26,8,24,21,32
11,9,8,16,14,12,24,26,15,17,1,12,6,20
12,17,11,25,14,11,0,8,28,17,2,18,10,4
24,9,0,6,13,21,14,7,24,2,27,16,2,41
5,22,13,11,4,25,2,27,7,8,19,5,14,22
23,15,20,0,17,23,26,20,18,1,2,21,4,2
3,10,20,23,1,7,20,23,1,27,2,12,7,17
17,10,0,4,15,1,28,4,5,14,10,25,25,43
20,24,18,10,14,4,28,10,19,15,2,0,25,14
7,2,5,24,10,6,8,21,19,1,6,13,11,3
26,28,24,5,9,11,11,2,17,27,14,15,2,35
15,15,19,19,8,16,1,3,12,26,17,26,20,44
