65,13,50
847,821,92,809,816,689,682,666,183,314,466,235,112
1,0,12,13,11,15,0,6,6,12,8,13,0,19
1,1,11,14,5,14,5,14,8,14,13,11,2,3
2,4,14,2,14,15,3,2,3,2,0,6,5,24
13,7,8,8,15,6,11,1,13,0,6,9,1,43
15,7,1,15,3,12,15,0,4,2,13,11,14,9
5,8,14,14,8,0,5,15,5,6,9,13,12,6
12,1,4,12,2,5,10,14,13,12,10,13,11,32
3,1,3,12,7,3,11,12,0,15,13,1,9,23
12,9,11,5,2,14,7,3,11,13,4,7,7,19
9,2,11,3,13,12,10,3,13,0,3,8,14,18
11,6,4,9,12,13,2,9,13,8,3,15,4,30
8,4,9,0,2,6,13,2,3,3,12,10,0,21
14,10,10,1,4,6,14,12,1,0,9,13,7,0
15,9,4,12,14,10,12,5,15,2,9,5,13,10
15,11,9,14,5,10,12,4,2,10,14,11,4,45
8,10,7,4,5,9,3,2,14,3,7,1,6,38
5,4,2,6,14,13,14,15,15,0,12,13,12,33
14,13,12,8,6,7,5,5,11,6,10,2,15,4
2,12,0,0,11,7,12,3,14,8,8,3,5,26
1,5,10,9,4,11,2,13,12,13,10,3,11,8
0,5,11,13,5,14,4,2,2,6,1,12,9,16
14,15,13,15,5,4,5,6,9,12,13,1,2,44
13,7,11,9,13,1,8,14,9,15,12,12,2,43
10,10,6,9,10,13,1,7,14,1,4,5,5,46
5,13,0,3,6,7,4,15,10,15,15,2,5,9
14,6,4,9,14,4,14,15,2,5,9,6,5,39
15,0,0,9,2,9,14,3,14,13,13,3,14,4
8,0,2,14,3,7,15,12,7,3,7,14,15,37
11,3,1,7,15,14,1,5,13,14,3,11,12,25
0,12,1,3,10,0,7,12,3,8,12,11,11,24
12,14,9,1,1,5,12,0,11,6,2,5,13,44
8,4,8,7,3,3,12,7,15,12,12,9,6,36
1,15,3,15,2,8,7,6,3,6,12,8,11,3
9,0,10,15,5,5,11,12,15,15,6,14,13,32
9,14,3,8,8,14,7,11,3,2,3,4,7,14
11,6,7,9,15,14,13,11,2,7,11,6,12,13
7,15,13,1,7,1,4,7,9,2,15,12,6,14
3,3,7,2,15,2,8,3,12,8,13,0,7,31
3,13,2,8,8,2,7,12,13,11,15,6,10,33
3,10,3,10,0,12,10,12,0,5,5,8,7,38
2,4,11,12,8,9,8,5,0,15,3,2,3,3
13,13,5,5,10,12,3,7,2,7,9,5,8,32
7,0,10,15,5,1,8,0,4,2,8,7,7,9
8,10,2,5,6,3,1,5,13,11,13,6,1,5
11,4,13,15,5,3,11,12,12,14,4,4,14,11
8,7,5,7,0,12,1,5,1,1,7,9,4,4
9,14,5,1,8,2,9,6,7,9,3,5,2,39
8,1,15,11,1,13,3,2,1,1,8,12,8,48
14,9,7,15,0,6,5,0,8,5,2,3,5,47
10,1,12,8,11,14,13,12,11,0,8,7,4,16
0,2,1,3,14,13,14,3,9,8,10,1,4,44
0,15,8,15,7,8,4,5,7,4,2,9,13,19
13,14,1,3,0,14,5,7,15,13,0,4,12,8
12,12,3,13,13,2,7,14,4,3,1,2,2,10
6,11,1,15,8,0,15,0,0,10,12,3,10,22
7,10,1,7,3,8,13,3,0,3,10,0,7,43
12,7,6,9,15,11,13,11,3,3,8,15,8,19
14,14,6,1,9,12,1,4,7,13,11,14,0,42
10,14,9,4,11,12,9,8,7,15,10,4,6,19
2,9,1,15,2,1,12,5,15,3,3,10,15,44
4,7,6,0,14,14,2,10,9,9,3,0,6,4
0,3,7,0,6,6,2,8,2,4,3,5,0,43
0,1,4,5,0,7,10,13,14,10,10,3,11,6
14,9,2,7,6,0,0,9,12,13,4,0,4,8
3,10,6,14,15,1,15,7,8,5,4,8,370,4
