95,12,50
523,742,241,525,504,379,472,449,141,156,499,4
9,10,5,5,4,3,4,4,5,7,3,6,37
5,4,5,2,0,6,7,1,3,4,5,6,18
5,4,5,9,7,4,7,8,5,0,10,7,41
10,8,1,6,10,1,4,2,6,8,9,5,18
1,5,0,4,7,0,5,6,2,0,9,0,33
10,5,2,5,5,5,5,6,9,5,5,0,0
5,9,6,7,8,9,4,10,9,2,0,2,6
1,2,9,2,6,2,4,2,4,10,4,0,41
0,10,9,5,3,6,8,6,0,4,9,10,40
8,10,5,5,3,6,8,10,6,7,9,1,42
7,7,6,1,9,4,5,10,2,1,3,0,27
7,1,5,8,2,8,7,6,10,10,4,10,41
8,6,0,9,9,10,2,1,1,10,6,10,2
3,9,7,9,5,10,1,7,1,7,4,9,1
5,1,4,1,10,8,3,3,3,5,3,4,6
2,3,0,9,10,5,2,3,2,8,3,5,25
4,4,3,6,6,10,8,6,9,2,8,9,44
8,5,8,5,2,6,10,0,9,0,5,1,50
6,10,6,10,9,7,5,10,5,4,0,4,6
8,6,9,7,8,2,0,5,7,3,9,8,5
0,2,7,6,10,9,6,8,7,1,4,7,3
1,9,10,6,10,5,3,8,8,4,6,10,10
1,8,1,7,0,7,6,0,9,2,0,6,31
1,8,4,8,6,2,0,6,7,1,9,7,39
9,10,6,7,2,7,6,1,0,5,1,10,26
4,7,3,2,7,0,7,2,2,8,2,4,28
0,8,6,1,10,0,1,8,0,2,6,5,34
7,6,2,8,9,4,8,8,8,5,8,7,50
10,6,8,5,9,3,2,8,1,6,1,0,15
0,0,8,4,2,5,9,0,1,3,8,1,20
10,5,9,6,3,0,8,5,7,9,3,5,11
5,6,6,2,0,0,8,8,2,7,3,2,37
10,3,3,4,4,2,9,4,6,0,2,7,46
0,1,3,0,0,5,3,4,4,9,3,10,11
4,9,6,9,5,4,1,8,9,0,5,10,4
2,10,2,5,4,2,8,9,4,10,9,0,49
6,9,6,2,8,7,0,8,4,6,4,1,38
0,10,10,3,5,1,9,2,8,10,4,0,48
2,9,7,1,0,0,8,7,10,0,8,0,30
2,7,2,3,5,7,3,6,6,0,1,8,5
0,10,2,1,0,10,4,4,3,2,10,10,9
10,0,9,6,4,10,1,7,9,0,0,0,24
4,4,10,7,8,2,10,9,0,8,9,3,26
3,6,9,9,5,7,0,10,1,7,0,3,19
2,6,4,2,9,7,10,5,5,10,8,5,12
2,7,8,4,10,2,5,6,6,8,5,7,7
9,9,0,3,8,8,9,0,1,8,4,0,28
2,10,1,4,3,4,6,4,2,6,4,6,12
6,9,5,1,1,8,2,3,9,10,6,5,1
8,7,0,9,9,10,9,0,7,3,4,6,9
3,7,7,4,4,2,7,7,7,1,6,2,39
6,8,5,7,8,7,6,1,7,6,10,6,24
3,9,5,3,1,10,3,8,5,10,4,9,46
8,0,8,4,9,3,6,1,4,10,6,9,41
2,10,8,10,8,3,6,7,3,7,8,4,46
2,7,3,7,5,9,6,7,7,1,0,8,0
5,5,0,7,7,6,4,5,0,1,2,7,11
2,8,10,9,2,8,9,3,10,7,8,8,22
9,10,5,4,3,7,7,7,6,1,6,5,45
5,10,5,7,2,4,5,6,7,6,2,3,27
1,5,2,9,9,6,8,2,1,8,1,6,45
3,9,6,6,4,4,5,1,10,4,7,8,29
3,4,1,3,1,3,2,9,4,1,7,5,7
4,7,2,8,5,2,6,2,10,2,2,3,48
4,10,8,4,2,5,9,5,10,1,3,2,36
10,8,10,1,0,10,1,4,0,4,2,4,15
8,0,8,0,0,4,6,5,0,10,5,9,35
4,7,8,0,6,10,2,0,5,0,5,6,11
10,7,1,7,10,4,2,5,9,4,0,0,46
8,1,0,2,1,7,5,7,2,1,4,0,28
5,1,4,5,5,9,8,9,5,7,1,9,46
10,10,10,1,7,4,2,0,7,7,5,3,46
10,1,1,6,8,6,6,2,3,5,10,0,21
6,7,3,9,9,1,4,0,5,4,6,2,43
2,7,5,8,2,6,0,1,7,0,2,3,46
7,10,9,1,8,4,8,10,1,8,0,7,13
7,1,6,10,3,10,3,2,9,4,8,3,1
1,0,8,3,8,3,7,6,5,10,6,10,38
9,0,0,1,3,10,9,2,3,8,10,0,16
9,9,7,9,4,3,0,6,5,5,1,8,12
7,9,2,0,10,8,4,7,3,1,2,3,17
1,10,4,6,1,9,7,1,6,6,1,6,50
2,10,8,1,3,2,6,5,6,9,10,10,47
9,1,1,5,0,10,7,0,9,7,3,5,16
5,6,6,8,8,6,10,3,10,6,3,9,46
4,5,4,7,5,5,2,3,6,8,3,1,37
5,0,9,8,7,3,10,2,6,3,1,5,1
9,0,4,1,5,1,6,3,2,6,6,6,1
6,10,9,10,5,7,5,0,9,10,0,8,49
5,0,1,1,10,4,6,10,2,7,0,2,31
3,7,10,9,9,1,9,2,1,1,2,7,24
0,2,4,3,3,4,4,1,1,10,2,3,49
1,1,4,5,10,9,3,6,4,9,10,9,36
4,1,5,9,4,10,7,3,0,10,5,9,14
1,5,3,6,2,2,6,2,9,9,2,3,36
