65,4,50
319,532,107,38
0,7,14,2,8
4,12,11,8,33
15,13,15,7,17
4,13,5,6,11
1,2,7,15,34
12,15,7,13,17
3,1,5,3,28
14,9,1,12,5
2,4,13,4,33
8,9,11,3,2
15,13,14,11,5
1,9,12,15,4
6,6,10,4,33
8,11,9,13,26
15,15,3,11,33
12,12,5,10,8
11,1,2,3,20
2,6,14,13,31
2,9,0,12,32
6,13,14,10,5
11,2,12,14,33
4,14,13,13,23
1,1,11,10,19
4,4,15,8,43
4,1,1,10,2
10,0,15,1,42
14,13,11,5,22
5,11,9,2,29
10,2,3,0,1
0,5,8,12,37
0,14,6,5,16
0,3,7,0,17
10,13,0,6,26
9,7,12,1,46
13,11,10,3,38
0,7,11,5,12
2,11,6,1,20
1,2,3,13,11
8,2,0,5,48
14,1,8,4,19
15,1,8,9,23
15,14,11,3,10
14,10,14,9,46
15,11,11,4,18
6,2,2,13,10
14,13,13,7,43
11,12,12,6,48
15,8,15,7,32
7,15,9,8,27
13,15,3,14,6
2,2,8,15,45
14,4,0,7,50
15,2,5,4,23
5,13,7,5,25
12,0,13,9,20
10,8,15,2,3
12,12,3,14,26
12,5,14,1,8
15,2,1,14,40
13,2,8,7,34
6,10,5,10,49
7,3,6,6,38
3,6,14,2,35
7,4,0,0,17
11,14,13,8,9
