15,11,50
270,153,645,300,255,707,654,660,601,423,149
2,4,57,20,57,2,17,19,58,35,10,48
3,0,9,35,44,26,65,60,63,19,65,4
24,41,4,0,50,10,11,6,5,37,46,15
19,49,31,29,46,24,37,14,13,3,26,13
61,42,11,30,55,59,33,29,30,0,3,18
32,39,56,46,38,12,57,19,37,66,15,36
62,46,43,21,10,7,33,10,59,10,55,46
30,60,61,17,54,2,4,49,32,50,9,26
41,58,55,11,56,39,27,64,9,48,43,46
47,1,53,23,13,29,35,46,35,62,14,1
12,65,51,19,55,40,20,61,17,49,31,21
48,13,38,5,2,45,44,13,4,65,19,3
21,23,18,5,25,38,20,31,13,24,60,5
59,63,9,66,27,13,43,12,13,5,42,24
5,17,8,45,4,23,35,60,43,62,62,12
