100,5,50
732,567,663,785,83
1,2,4,8,6,34
3,5,8,6,1,11
7,9,2,6,6,39
4,5,3,7,0,40
1,10,5,5,6,1
9,8,4,1,8,24
3,9,5,1,9,4
3,5,4,9,3,11
6,3,3,0,1,12
5,3,6,10,8,10
4,10,3,2,0,22
7,4,6,5,8,26
9,4,5,9,3,21
4,10,3,1,9,33
7,2,8,5,9,21
10,5,8,7,0,23
9,0,1,4,6,41
6,4,0,2,6,26
4,0,9,0,3,6
3,0,1,2,6,1
5,6,1,8,8,44
2,8,7,5,1,49
5,8,10,5,5,45
4,9,4,3,5,39
3,9,5,3,9,45
5,9,6,2,4,19
1,3,5,8,7,46
0,7,7,10,8,19
3,5,6,8,4,5
10,0,0,1,5,29
2,5,9,10,1,19
3,1,2,5,8,30
6,2,8,10,8,31
0,10,0,9,6,36
6,8,0,0,3,46
7,9,10,3,8,47
3,5,9,4,8,24
3,3,10,2,3,30
3,9,0,8,0,12
8,4,1,3,1,16
1,5,0,9,5,38
5,5,1,5,2,11
8,4,8,6,6,11
2,9,9,5,5,16
8,8,2,9,4,43
6,2,7,0,5,10
6,10,7,6,3,39
10,9,8,8,3,18
1,5,3,1,1,5
8,7,8,6,0,18
8,2,4,4,7,18
8,0,0,7,2,13
8,3,1,1,9,36
10,5,9,9,6,20
3,3,9,0,0,32
2,9,7,4,9,49
9,5,4,8,8,48
7,3,4,10,10,5
1,6,7,5,5,5
7,8,10,7,9,33
0,2,2,0,8,43
7,7,1,3,7,4
7,4,4,2,7,14
0,9,6,0,2,37
4,4,4,7,2,23
5,10,9,4,8,30
8,8,4,8,2,2
2,10,10,5,9,48
2,3,5,1,6,4
2,3,6,10,10,21
4,3,7,6,4,22
1,5,4,2,8,28
3,5,7,8,9,36
10,1,9,1,3,19
3,1,0,3,6,2
8,7,5,1,9,27
10,3,6,5,6,48
0,5,4,1,4,14
4,7,8,4,5,0
6,4,4,2,0,48
4,2,9,0,10,25
2,3,3,8,2,27
3,1,4,10,10,26
9,6,2,1,10,38
0,6,9,10,2,14
3,9,0,6,3,36
3,6,2,3,1,24
0,1,4,10,10,34
9,5,0,9,6,21
3,10,8,8,9,47
5,0,10,6,7,27
8,2,8,9,10,14
5,7,6,2,4,30
6,9,8,7,0,19
1,9,3,6,4,46
1,6,8,5,7,25
3,7,0,0,0,8
1,1,0,1,8,41
3,9,1,7,0,7
5,5,5,0,341,7
