80,6,50
364,274,338,9,583,505
10,8,8,5,5,3,14
9,4,3,6,5,5,1
9,2,7,6,2,1,39
8,11,4,3,2,2,10
5,10,11,1,7,4,41
4,8,3,11,6,8,4
7,8,7,7,10,2,25
4,3,10,2,0,3,38
2,4,0,10,8,8,7
9,7,7,3,5,6,2
3,7,10,2,6,11,13
2,8,8,11,11,2,41
4,0,8,3,2,8,24
1,5,1,12,12,2,0
9,3,1,0,4,0,48
1,10,0,7,1,6,7
10,8,9,9,2,10,15
11,5,1,7,7,6,5
5,0,9,10,3,0,24
3,7,9,6,2,3,18
0,0,10,8,2,0,5
2,0,1,10,12,4,30
0,10,4,4,4,2,50
0,1,9,10,7,5,39
2,10,5,11,8,2,15
4,0,0,9,6,2,45
8,2,8,6,9,3,45
1,11,1,11,5,12,32
10,6,12,12,8,7,0
12,3,8,5,9,9,15
8,0,0,2,3,2,0
1,6,1,12,6,4,40
4,8,11,10,0,3,27
9,0,2,8,11,4,48
7,1,5,7,1,11,1
9,7,2,8,10,9,4
10,1,6,8,6,2,49
4,5,3,5,11,0,35
7,1,11,0,11,9,5
9,4,7,1,8,2,11
6,5,5,11,3,12,1
4,3,2,1,11,11,19
12,8,9,11,3,7,32
8,6,8,11,9,10,7
4,4,3,5,10,9,16
12,4,6,10,3,1,6
10,8,9,6,7,2,37
2,6,11,2,2,1,0
9,6,12,6,9,1,8
3,12,2,8,0,11,11
1,12,3,6,3,6,38
7,2,2,0,3,10,46
10,1,10,1,6,1,13
4,10,2,9,7,2,18
4,3,5,4,0,1,8
5,6,10,1,12,3,5
1,9,7,7,4,6,31
0,9,2,12,2,12,47
4,11,10,0,11,11,31
5,9,10,7,11,4,39
0,3,1,2,6,5,49
11,5,8,3,2,1,43
2,0,6,12,11,2,38
7,10,10,4,11,8,34
5,0,10,3,7,6,9
7,4,5,2,6,4,19
10,2,0,1,0,6,40
10,3,0,0,9,11,31
8,11,7,9,12,7,2
9,0,10,11,5,1,21
5,3,3,9,7,4,30
12,4,6,11,6,2,15
9,9,11,7,7,6,45
5,1,11,4,3,7,22
11,0,9,9,11,3,13
5,3,2,9,7,0,4
9,12,5,11,2,2,40
3,9,9,7,7,12,13
4,8,7,4,2,8,44
1,1,9,10,10,10,41
