65,5,50
653,518,739,629,845
10,4,4,9,13,47
7,7,13,15,13,34
11,7,12,3,10,39
0,8,4,3,14,40
13,0,5,8,5,11
7,2,1,1,7,23
12,9,2,4,10,2
3,10,13,10,2,35
12,11,13,8,0,12
10,5,1,6,11,2
1,5,3,12,7,43
8,11,14,13,9,15
15,13,2,4,13,2
14,10,15,3,12,48
3,11,5,1,1,42
13,14,14,8,8,46
2,4,15,11,12,19
3,14,4,0,2,24
1,4,7,12,13,8
6,10,5,0,8,26
5,14,4,0,4,49
15,3,12,10,6,24
12,8,9,11,1,18
10,10,3,9,6,16
12,1,3,11,14,35
11,13,5,0,7,23
11,6,0,15,11,25
2,15,8,15,3,33
15,6,2,7,9,1
3,7,6,7,10,3
7,1,5,13,10,9
15,11,11,0,3,4
9,7,14,4,7,37
8,13,4,8,3,32
13,0,5,15,1,42
3,6,6,14,15,4
10,7,4,4,12,30
14,2,12,15,15,19
0,11,0,2,9,13
5,11,6,0,4,5
7,8,7,0,4,5
0,9,15,12,13,7
7,3,12,8,14,34
0,10,13,15,4,21
7,4,15,3,12,44
10,14,15,4,14,31
9,8,1,5,15,15
2,5,2,11,3,20
6,7,7,11,5,22
12,12,4,14,10,9
6,3,12,4,0,2
15,5,14,6,9,18
4,2,12,13,6,17
11,6,12,8,12,20
0,12,15,1,10,38
14,5,14,6,5,2
4,8,3,0,9,21
1,1,4,2,3,17
12,3,13,15,8,49
9,3,6,5,6,5
0,1,2,15,11,6
11,6,2,0,2,13
4,9,1,1,9,40
14,4,10,2,1,33
1,12,3,10,964,0
