75,10,50
268,687,384,54,218,597,573,350,788,675
10,1,4,2,13,6,13,0,1,7,3
5,6,9,8,6,4,11,12,9,7,0
1,8,3,2,5,1,2,13,10,9,16
8,8,11,8,0,6,7,5,8,4,31
7,8,13,6,3,4,6,1,3,6,3
3,6,1,13,4,10,11,8,2,8,35
7,4,3,3,1,11,9,10,7,7,17
12,13,1,1,4,10,11,5,10,13,6
6,10,5,3,1,5,4,8,8,1,32
4,11,9,0,5,7,3,0,4,6,18
2,7,3,3,5,6,9,7,6,9,15
6,3,9,6,0,7,2,4,11,11,37
4,4,10,7,4,13,2,6,0,6,14
7,5,7,5,5,7,4,7,2,3,10
11,6,6,0,12,13,2,5,2,4,35
3,13,0,11,2,12,13,4,6,13,9
1,0,1,4,12,4,3,13,0,10,5
11,11,6,8,12,1,2,6,2,7,44
5,0,5,11,12,0,13,5,12,0,6
3,13,12,11,11,9,7,10,13,0,2
0,3,0,12,6,2,7,0,10,4,34
6,12,2,0,6,5,9,6,9,11,3
1,9,11,12,5,8,13,11,9,0,29
10,5,8,3,3,11,1,1,3,11,30
6,3,0,11,1,8,0,10,0,2,45
8,2,11,11,1,0,12,1,10,7,44
6,3,8,13,11,12,12,10,7,10,19
4,8,7,7,8,3,11,6,0,4,23
7,4,13,3,8,10,5,13,6,7,33
11,10,2,7,10,12,5,4,8,11,14
0,7,6,6,8,12,4,11,9,3,14
1,0,9,7,3,4,12,4,4,0,16
12,6,5,6,6,12,1,5,2,10,25
1,7,2,10,3,0,0,3,11,4,34
7,12,3,13,4,0,5,11,10,12,49
11,0,4,0,11,13,8,6,7,6,34
0,6,2,9,1,11,1,8,8,3,28
11,6,0,13,0,0,2,0,11,13,33
0,9,3,4,0,0,1,1,4,5,36
12,9,11,2,9,10,3,4,10,7,40
7,13,9,8,13,11,9,9,4,10,20
4,7,2,4,6,9,6,2,1,4,38
11,11,3,0,10,4,7,2,6,13,45
8,11,1,13,12,5,13,8,13,10,49
3,7,7,1,11,7,3,3,7,4,42
4,8,13,13,2,5,13,8,12,11,48
5,2,11,13,10,0,2,12,10,0,49
6,13,4,8,6,0,3,1,10,12,43
2,10,5,9,11,4,7,2,1,4,7
10,11,2,11,2,6,9,5,7,5,49
3,2,5,2,9,6,2,8,10,9,21
10,3,6,2,4,11,0,13,5,4,48
2,13,2,6,8,4,7,0,12,7,29
12,10,3,8,8,7,4,7,11,3,30
12,3,4,7,11,11,5,4,7,11,23
10,2,6,2,1,11,3,13,9,9,19
11,4,4,13,5,1,1,8,12,10,45
5,6,9,8,0,6,9,4,10,12,43
7,10,13,13,9,1,11,4,13,11,34
3,3,10,4,3,2,1,7,5,7,25
1,13,8,0,5,8,13,12,9,11,45
5,9,1,9,8,13,8,10,7,5,3
9,4,3,13,8,0,0,5,13,7,13
12,1,5,2,9,9,8,5,7,9,24
10,11,12,1,10,2,12,4,0,0,5
0,9,10,6,13,2,12,12,4,3,49
13,8,11,7,0,12,9,10,9,7,13
2,8,6,4,12,7,5,8,1,5,6
10,2,13,2,4,1,5,12,4,4,8
3,1,8,0,5,2,8,3,6,0,41
9,9,4,6,8,13,7,0,1,7,20
11,4,10,10,2,13,2,2,10,8,6
1,4,7,6,8,13,4,8,13,9,6
2,13,6,12,13,9,1,4,2,7,18
4,12,9,13,2,0,11,2,13,8,25
