75,4,50
382,417,233,376
10,6,3,9,16
2,7,3,4,10
9,1,8,0,33
12,10,13,12,24
5,7,7,0,28
0,3,13,6,24
9,8,11,12,36
6,4,0,3,7
12,0,12,13,34
4,4,4,3,26
9,4,9,0,6
10,9,9,10,13
0,5,4,13,27
0,1,5,6,42
2,4,7,4,20
12,10,6,3,48
2,11,12,11,24
4,7,8,9,33
7,12,6,11,31
12,3,7,10,48
8,13,9,1,29
8,7,5,4,25
5,9,11,3,16
0,11,12,9,39
12,10,12,0,48
1,11,9,7,33
13,1,2,9,46
9,7,7,2,17
5,7,11,0,30
0,9,7,10,3
8,4,11,6,28
7,4,10,11,44
6,10,1,12,1
7,2,8,10,49
8,6,7,11,12
2,10,2,13,6
2,0,9,6,39
2,6,7,11,3
8,11,1,3,13
3,11,4,1,2
0,10,9,7,13
12,3,1,11,44
7,9,7,11,10
1,7,13,3,37
2,6,6,8,22
13,10,4,6,41
1,13,11,8,11
10,6,13,0,15
1,7,6,8,50
5,1,0,5,16
5,5,5,4,18
6,7,4,12,12
10,3,2,3,24
10,7,1,12,46
1,13,8,9,13
6,1,5,11,2
5,2,7,3,39
5,4,11,11,3
7,3,5,6,15
13,11,7,8,19
11,3,0,13,20
5,10,7,5,19
1,9,10,10,8
9,10,7,2,38
12,6,6,8,32
7,8,7,11,38
9,13,3,4,42
12,5,13,2,50
6,13,0,12,13
8,12,7,12,34
6,6,1,2,17
13,6,10,0,44
13,10,3,10,35
1,10,5,0,47
4,12,4,13,10
