70,5,50
581,755,864,765,775
13,5,9,2,13,32
1,3,7,6,7,30
11,13,7,10,6,26
10,14,0,5,3,11
8,3,0,6,5,43
7,12,3,4,10,40
4,13,14,11,8,1
9,11,1,3,9,34
5,7,0,13,6,27
13,13,1,2,6,49
9,14,13,11,8,19
7,10,9,6,13,45
2,3,6,13,9,27
5,11,14,12,13,31
2,7,8,14,8,14
12,9,4,6,1,50
1,3,11,2,7,15
7,6,1,8,5,50
3,14,7,6,2,37
2,14,11,3,12,12
6,8,9,8,6,25
10,0,3,11,8,38
12,12,7,1,4,12
2,5,9,0,0,6
10,12,14,2,12,4
3,12,7,14,10,31
13,10,4,4,10,10
13,9,7,4,6,13
9,0,0,4,3,7
12,2,12,3,3,24
13,10,14,2,10,33
9,4,2,3,1,33
4,10,13,4,7,21
12,6,12,0,11,12
2,9,3,10,12,12
9,0,6,11,10,41
2,2,0,0,6,17
5,0,1,8,2,9
7,11,7,2,9,6
5,13,3,9,9,50
11,0,14,12,3,12
13,8,2,3,1,16
2,3,13,14,6,32
1,14,12,2,14,47
10,2,10,10,6,50
14,14,4,5,7,39
12,3,10,10,6,13
8,4,13,13,0,44
3,5,13,5,11,13
2,11,4,7,12,50
0,0,13,2,8,19
8,7,7,10,13,43
14,10,11,13,7,42
14,7,1,9,1,32
13,3,13,13,13,46
6,2,13,10,1,14
14,9,3,10,0,27
3,9,5,8,2,20
7,2,0,0,14,9
9,0,7,9,12,19
1,14,3,8,9,29
11,1,8,10,6,26
1,3,8,10,11,12
3,3,1,13,9,49
0,3,9,12,0,9
3,4,14,10,13,39
1,6,3,5,11,14
5,9,8,11,6,23
14,2,0,8,10,27
3,5,5,12,1267,29
