40,5,50
646,793,467,615,329
2,3,18,0,6,4
13,20,10,6,19,50
7,6,2,5,8,19
5,11,6,22,5,21
7,7,12,16,3,10
1,0,6,20,18,4
16,6,20,0,23,31
23,1,19,25,5,27
4,9,5,9,12,0
11,16,19,14,19,50
17,7,24,20,4,13
22,10,5,22,11,29
25,7,9,12,4,7
23,5,12,4,17,6
8,6,21,21,13,36
4,13,7,23,16,34
13,7,22,11,9,18
7,12,2,1,15,46
13,18,21,2,17,17
5,20,3,17,20,50
19,20,23,23,16,28
13,5,13,3,23,30
7,0,21,4,5,32
3,6,3,15,19,24
14,21,6,3,0,36
18,19,12,11,6,26
23,13,25,17,21,31
13,18,3,15,9,45
14,17,1,0,20,31
25,1,17,12,6,9
13,8,25,23,8,31
25,25,23,2,18,31
11,15,14,23,24,16
9,5,7,1,4,1
21,19,23,16,4,16
15,10,2,7,25,38
7,16,8,3,23,32
16,5,7,9,4,38
16,17,11,6,0,34
2,12,22,1,472,34
