70,4,50
364,111,731,499
11,9,1,2,40
4,0,13,1,40
11,10,5,2,14
12,12,5,11,9
6,7,14,9,12
3,11,9,11,23
1,6,2,2,6
12,5,3,12,5
5,10,14,5,34
8,3,9,10,50
6,10,1,11,44
13,2,12,7,37
2,5,4,11,16
1,11,8,7,42
5,3,9,8,23
7,0,0,9,23
5,6,13,10,18
12,9,12,0,3
7,2,4,7,31
4,9,6,12,7
2,9,10,6,11
10,5,7,8,19
14,12,14,2,25
10,6,11,2,32
13,14,11,5,27
10,6,3,12,25
5,13,8,1,21
0,9,10,11,36
1,10,8,9,31
10,1,4,10,39
10,11,7,3,23
10,12,10,11,48
2,14,1,14,15
10,1,8,6,29
3,13,7,13,3
1,2,12,0,28
5,5,8,5,28
6,2,12,6,34
3,10,1,7,12
7,3,1,1,48
10,12,3,7,19
3,6,2,14,37
12,4,10,3,39
3,0,4,12,34
10,11,7,11,7
14,4,10,7,33
5,9,12,7,42
8,8,2,6,7
14,4,1,0,48
2,7,9,1,19
8,3,11,12,50
5,5,3,8,17
14,1,1,13,44
9,1,6,3,38
13,5,12,11,17
0,10,11,7,0
0,14,9,11,20
11,3,1,14,38
8,11,12,6,34
1,3,3,8,35
12,4,9,2,0
6,12,8,7,31
8,11,9,1,48
5,12,5,6,47
10,3,4,5,39
12,6,10,9,4
14,1,13,0,4
14,12,7,13,20
3,7,6,6,23
7,0,8,9,20
