80,4,50
35,47,598,116
10,0,11,7,27
12,9,2,4,8
1,0,5,5,26
5,10,2,4,6
3,3,0,10,10
8,5,11,5,24
7,4,4,5,14
7,2,3,11,37
9,11,6,8,18
9,3,0,2,28
12,2,2,7,21
0,12,2,1,15
0,1,5,8,32
0,1,2,12,33
7,0,9,2,10
10,4,11,5,15
3,8,8,12,27
12,10,6,10,28
8,11,10,10,33
7,3,7,12,27
12,9,3,7,1
3,6,10,9,17
5,11,0,9,23
3,6,12,3,38
4,3,9,8,20
5,0,7,11,13
6,8,4,10,32
5,4,11,12,25
9,6,5,8,34
10,0,9,9,1
4,9,4,12,43
9,2,3,12,35
4,2,5,8,50
0,11,10,3,38
9,7,11,1,29
10,3,6,9,4
10,8,8,7,44
3,3,5,3,8
8,2,7,3,21
0,12,7,1,16
2,4,0,10,7
11,5,3,1,16
8,0,3,7,26
6,6,3,7,8
11,5,11,2,36
0,4,6,3,29
10,6,8,11,11
12,12,3,8,36
0,9,8,3,29
9,5,8,11,25
3,8,8,9,39
6,2,0,7,28
2,10,1,8,32
9,12,6,3,37
6,12,5,7,28
10,2,2,2,36
7,5,4,7,12
2,4,1,9,25
12,6,12,8,28
8,7,0,3,2
11,7,7,3,16
5,8,0,5,38
5,10,5,6,12
6,12,6,3,41
9,5,5,1,50
8,7,8,10,44
4,2,3,6,44
8,10,2,2,26
7,4,5,11,44
10,11,4,4,7
2,2,0,6,29
12,9,3,2,31
8,7,6,3,25
10,4,6,6,22
4,6,8,3,28
8,3,9,2,23
7,7,10,7,42
7,2,9,4,31
3,1,0,5,17
11,3,4,6,46
