50,5,50
515,818,332,438,218
15,5,8,7,19,13
14,8,15,14,10,37
1,3,10,3,14,31
17,9,4,11,20,26
18,7,5,11,20,21
8,6,18,5,15,0
8,11,16,10,17,23
13,12,4,12,3,22
17,16,3,6,0,3
3,15,5,15,1,9
17,17,18,2,18,36
7,6,16,4,7,4
5,19,6,20,14,19
1,5,4,20,11,3
16,13,8,2,13,27
1,15,2,7,17,37
13,7,3,16,13,17
11,17,12,6,5,43
9,10,13,1,12,15
10,20,19,8,16,25
12,12,19,17,5,48
5,7,15,10,0,15
2,20,13,0,13,27
18,10,6,1,3,44
3,5,1,4,3,2
20,0,18,7,7,23
12,14,12,9,8,23
0,5,8,19,0,5
3,1,3,4,7,2
10,4,16,8,14,18
10,7,16,13,16,30
12,15,5,15,20,22
14,2,4,9,2,46
10,19,1,14,13,24
12,18,6,16,7,24
8,4,0,12,16,28
1,2,8,14,0,3
7,17,9,10,1,1
16,6,14,18,4,42
3,12,4,6,5,21
14,3,16,13,2,21
16,4,8,1,6,27
6,5,9,20,19,19
6,14,13,9,19,42
0,0,6,17,6,19
8,16,1,13,19,39
4,5,0,6,2,38
7,2,0,16,4,25
12,12,5,11,20,32
5,4,15,17,4,46
