35,6,50
974,783,266,459,602,532
3,1,16,5,6,13,21
17,6,16,6,20,19,24
0,16,25,16,0,8,9
8,1,1,23,7,4,38
24,24,16,24,28,19,38
10,2,1,28,26,1,19
25,25,13,14,2,23,21
8,1,5,27,20,19,26
13,12,1,16,15,21,8
26,7,7,14,0,9,45
28,11,15,19,26,22,36
13,25,20,19,19,27,10
15,16,19,11,26,10,6
25,12,11,8,18,10,26
10,14,25,12,11,24,12
21,27,18,27,12,21,6
2,16,20,6,11,25,19
16,27,28,23,6,17,46
26,28,7,12,26,8,46
27,28,25,10,9,27,3
24,22,15,24,14,2,44
26,10,15,4,4,1,24
8,14,24,23,17,2,23
7,4,10,21,17,11,27
15,12,22,8,6,28,4
0,3,18,3,6,21,26
28,0,4,8,0,15,46
22,18,18,10,21,10,43
20,24,11,3,3,4,35
17,23,2,13,22,26,2
8,1,14,8,28,22,42
12,2,23,21,25,4,46
10,2,22,6,13,23,48
19,11,3,20,24,13,28
4,5,11,15,26,598,16
