25,7,50
286,428,201,679,990,243,273
25,33,8,13,22,37,4,33
20,3,38,37,31,14,3,32
27,26,6,37,2,38,2,8
14,31,27,30,23,24,34,19
15,3,17,5,4,8,36,6
0,13,8,11,18,35,17,0
32,14,39,40,7,5,19,50
14,6,18,33,31,21,36,4
21,10,13,7,14,26,18,30
0,30,6,31,3,16,4,42
33,29,3,15,21,35,8,28
14,13,14,7,33,19,12,41
28,29,17,10,21,32,38,24
20,10,3,32,7,40,7,40
27,26,28,26,1,18,6,18
16,14,2,12,37,11,12,26
8,2,36,19,11,28,33,17
20,0,40,17,18,13,8,31
15,20,21,32,21,25,17,27
17,21,21,38,17,20,10,40
35,25,1,37,20,33,0,19
7,4,12,18,23,7,1,37
24,4,36,13,33,10,2,43
38,3,0,11,22,37,15,18
11,13,13,29,21,31,7,19
