60,6,50
905,495,751,262,383,582
7,15,6,5,4,12,32
10,12,10,13,7,7,13
0,0,1,15,1,1,32
10,15,6,1,12,0,46
8,9,5,13,12,6,13
11,9,2,2,14,15,8
6,7,0,13,6,12,21
15,0,8,8,14,6,49
15,4,10,11,14,7,0
5,5,10,8,8,5,41
7,10,15,14,12,1,9
3,2,3,15,7,7,4
3,2,10,16,10,11,22
10,6,8,11,4,10,28
3,11,2,9,7,13,21
12,14,3,4,8,14,32
0,6,16,15,8,14,12
14,1,3,12,9,2,23
14,5,5,10,3,2,30
9,2,5,9,12,9,12
14,6,1,6,13,0,24
2,1,16,9,10,9,48
3,8,9,4,3,12,42
1,9,4,4,5,11,39
2,6,10,16,4,6,25
4,2,5,3,6,3,11
16,14,1,4,9,15,9
10,14,15,9,2,3,45
8,16,8,4,16,3,7
8,14,15,4,7,11,28
1,9,9,5,3,15,49
0,15,9,2,5,8,42
1,16,0,8,4,9,23
6,14,9,7,13,15,8
14,10,0,14,15,9,31
2,16,6,14,4,10,17
9,0,9,15,3,5,26
5,13,7,16,13,4,4
13,6,6,2,7,4,19
8,11,1,7,4,2,29
1,10,1,11,10,7,0
3,2,7,3,4,9,34
10,11,16,7,5,15,29
15,6,0,11,3,0,3
3,13,4,8,16,13,10
6,9,12,12,8,14,27
8,1,8,10,11,15,22
16,15,1,16,0,0,10
15,10,15,5,5,6,6
0,16,2,15,7,1,1
7,5,2,1,3,0,24
8,2,4,11,16,13,8
2,1,2,6,6,2,15
1,11,4,9,2,15,21
1,4,12,16,15,7,11
13,4,8,3,10,0,9
13,9,10,9,14,13,50
8,14,11,5,1,0,49
12,9,5,6,3,11,29
9,3,5,7,5,612,19
