45,4,50
655,439,127,714
8,10,19,21,0
21,16,17,6,49
0,11,13,9,21
8,15,10,20,48
18,22,14,10,6
8,11,22,20,46
17,15,5,6,10
6,5,19,6,36
9,2,6,18,45
16,10,7,22,34
21,11,14,17,9
2,9,21,15,5
17,8,10,9,48
15,13,10,21,42
16,17,10,19,8
8,11,22,3,5
22,22,18,16,29
20,17,19,21,0
9,4,4,6,33
0,12,5,18,43
8,14,11,5,41
9,4,21,5,34
15,20,2,2,4
19,7,20,8,30
13,20,15,19,49
8,13,12,10,22
6,8,1,15,1
13,16,16,18,37
14,1,7,10,31
21,19,13,19,49
20,15,3,14,9
22,8,22,10,34
7,0,21,15,3
8,0,3,17,28
1,22,2,8,9
16,8,2,15,12
1,21,8,18,20
13,10,9,21,6
16,13,13,0,37
2,21,21,20,5
1,4,20,19,23
22,5,5,3,14
17,11,8,18,30
5,15,20,4,50
6,10,6,11,29
