80,4,50
575,607,846,234
10,10,3,10,16
4,10,7,8,47
2,7,4,10,19
6,8,3,9,41
0,6,10,4,25
1,4,11,11,34
6,9,11,0,7
11,9,0,1,1
12,2,0,3,44
2,8,0,7,47
8,1,10,12,49
6,7,6,8,29
11,4,6,4,9
7,8,11,7,47
0,2,6,1,32
10,12,5,2,5
5,10,8,12,46
9,4,2,6,9
1,7,5,1,4
7,4,3,4,35
10,1,10,1,43
7,1,11,12,45
11,9,12,7,14
5,8,6,6,5
9,4,9,10,16
11,11,3,9,47
10,0,9,0,34
9,9,9,0,40
6,8,0,12,32
9,5,5,5,11
7,12,3,0,38
8,5,7,0,6
1,7,3,8,12
4,4,8,7,10
6,10,2,10,21
12,8,1,3,38
5,4,12,12,34
1,2,7,8,4
5,8,9,6,33
9,5,12,9,17
12,5,5,10,41
12,6,9,10,43
12,0,12,1,22
7,12,8,10,46
2,1,9,0,38
8,0,1,7,14
12,5,7,1,33
1,10,3,4,1
10,8,10,5,37
5,0,0,5,3
3,4,7,3,1
11,11,9,9,24
12,3,0,5,3
4,9,4,10,32
4,8,10,9,45
6,8,3,1,50
3,7,12,3,10
11,8,8,6,30
7,4,8,2,4
10,9,3,10,16
7,7,4,1,22
0,0,11,11,2
4,9,0,9,39
9,3,5,7,36
11,5,8,0,1
3,10,12,2,25
11,10,9,12,20
9,10,5,11,32
8,6,0,3,36
11,10,12,5,35
12,0,10,11,48
10,3,4,1,46
0,7,3,11,8
9,11,5,2,36
11,11,7,8,7
6,4,12,4,41
3,5,10,8,33
4,12,12,8,32
3,5,6,12,11
1,12,6,204,15
