70,4,50
283,416,435,555
13,4,0,7,14
14,5,4,7,40
12,0,14,2,29
11,14,6,10,45
0,12,3,1,37
6,9,3,13,8
12,10,3,7,2
11,11,8,1,16
10,14,8,1,25
5,12,2,5,3
8,3,0,2,16
2,11,5,9,30
11,1,2,1,29
10,3,3,14,46
8,8,2,2,44
1,2,5,2,46
8,0,11,13,19
6,1,11,2,50
13,3,9,8,18
12,8,2,7,13
2,10,0,13,41
14,10,3,12,10
8,6,12,4,29
14,9,5,5,10
7,9,12,5,30
2,10,5,0,0
8,14,7,13,22
13,6,12,11,41
12,1,12,5,7
3,13,4,2,50
12,0,10,1,25
0,8,1,9,14
13,9,3,11,10
2,3,10,4,24
14,6,11,3,24
2,3,4,8,7
3,7,4,14,27
4,3,14,3,40
5,11,8,10,2
8,6,10,14,3
7,13,1,3,36
6,1,12,5,19
4,7,7,3,16
13,5,4,14,2
7,9,13,12,47
12,4,9,1,0
13,2,1,0,28
14,1,2,4,15
13,4,5,0,21
0,4,8,12,40
12,7,11,14,6
13,3,0,1,6
8,8,5,8,1
13,13,2,12,8
8,9,13,1,33
3,10,0,11,13
3,7,0,6,32
3,10,11,8,44
3,11,2,3,35
5,5,4,11,14
2,13,5,6,33
0,3,5,7,15
0,8,8,2,35
0,2,14,12,9
7,12,5,5,35
13,12,9,0,42
9,8,8,9,48
13,6,14,5,34
13,5,4,1,36
8,6,14,3,22
