30,6,50
132,378,109,852,887,868
7,3,18,19,25,33,38
15,28,12,33,27,15,22
26,18,25,15,16,15,35
33,28,17,33,18,1,44
31,14,28,21,33,21,43
6,2,3,23,5,7,19
5,22,1,2,5,19,45
2,8,21,28,16,7,14
29,14,31,33,8,27,38
16,18,10,0,29,33,5
8,9,2,11,31,5,42
12,16,28,30,5,31,4
23,30,19,16,23,22,36
21,0,22,19,17,3,47
0,25,24,33,4,26,26
2,30,17,0,1,21,18
6,31,29,9,1,23,32
27,30,25,5,26,6,23
11,31,22,32,8,33,31
15,20,26,31,7,22,36
30,29,9,21,9,18,28
0,7,16,32,27,2,36
23,23,18,23,13,28,37
9,14,23,17,15,6,26
33,17,9,9,7,17,5
26,14,29,8,12,3,36
15,24,1,23,24,8,33
23,0,1,14,20,1,13
14,20,16,9,23,19,28
2,21,17,7,23,185,32
