45,7,50
513,74,728,261,124,239,505
4,19,22,1,22,1,19,40
6,14,4,22,9,3,5,17
7,15,2,13,5,10,2,21
22,11,18,7,0,9,9,8
8,14,22,7,16,2,13,7
12,10,20,21,7,4,17,7
16,20,21,10,4,5,6,48
13,7,14,10,1,22,19,41
22,21,3,15,8,3,3,38
10,20,11,21,4,20,11,13
6,10,2,13,17,15,1,31
6,7,19,11,20,8,11,11
3,14,15,22,13,15,13,8
2,3,19,0,9,14,2,3
0,14,18,12,11,22,18,39
3,1,19,15,19,19,18,44
16,22,16,12,16,0,17,1
10,22,7,0,2,3,12,27
0,6,11,12,5,8,0,43
7,21,21,10,18,7,17,13
22,4,8,22,11,15,19,26
2,6,21,16,19,14,5,9
11,9,12,10,1,12,5,41
6,4,18,2,17,15,22,22
9,12,6,1,21,2,9,48
19,11,13,11,0,2,7,34
8,4,7,19,7,0,9,39
9,7,15,10,16,7,10,30
3,14,18,0,6,8,16,9
5,21,10,14,16,3,18,7
9,15,1,18,10,20,10,43
10,6,22,18,20,12,22,48
18,19,3,16,8,1,18,33
12,17,0,18,4,21,1,20
10,2,21,19,12,17,11,15
20,6,12,16,5,15,7,41
3,1,19,17,16,16,14,44
6,12,17,1,22,5,22,41
16,21,3,0,4,9,5,21
9,20,1,20,8,2,13,29
14,2,14,21,22,10,9,49
3,22,20,18,7,15,2,39
15,16,16,13,2,10,7,5
16,1,12,19,20,19,8,36
3,6,20,0,20,5,20,29
