65,4,50
677,277,25,41
8,15,7,11,47
1,1,12,6,11
11,14,12,13,15
14,9,8,8,25
6,10,7,3,39
3,6,12,10,38
12,0,13,5,49
13,2,5,7,43
0,0,4,15,26
3,12,0,11,22
8,8,2,3,28
13,1,3,3,37
0,7,11,5,48
15,0,5,12,37
12,0,9,11,42
7,2,7,4,49
6,13,4,13,34
12,10,0,0,14
7,14,6,5,18
6,13,2,2,8
0,9,6,3,21
2,6,14,15,3
13,3,2,0,50
2,4,12,15,46
10,3,10,15,9
12,5,10,8,37
13,2,5,7,28
12,7,14,0,22
7,8,13,5,50
10,5,1,9,36
5,3,7,4,32
11,0,4,1,9
0,8,9,8,40
9,14,3,12,13
4,8,2,4,6
6,11,2,8,32
11,2,6,4,12
5,13,10,4,20
0,15,12,10,44
3,4,6,10,20
0,2,12,11,5
13,6,15,8,46
9,8,4,8,9
14,7,14,14,9
8,9,12,15,2
7,5,10,14,27
13,9,10,11,22
13,4,12,15,37
6,14,15,1,20
5,5,10,12,34
13,0,3,5,3
3,2,6,4,6
10,3,14,9,13
8,5,6,10,28
15,8,12,1,34
3,5,2,4,48
3,10,3,7,10
3,7,2,11,6
5,0,15,2,26
7,1,1,6,10
4,9,0,9,27
2,10,5,14,20
13,7,4,13,43
1,1,10,7,27
10,11,14,13,33
