85,5,50
573,174,732,228,156
6,2,11,5,10,25
5,5,10,8,6,17
2,4,0,1,2,21
1,7,6,1,11,24
4,3,7,3,11,44
8,5,7,7,10,4
1,3,11,4,3,2
6,8,11,9,7,8
1,11,7,7,3,7
4,2,4,3,3,28
11,3,3,11,1,41
5,1,1,10,6,29
4,9,8,7,1,16
9,9,5,11,4,25
2,8,2,1,8,42
8,7,8,9,2,34
9,6,3,7,4,14
5,7,1,9,0,6
3,0,2,11,10,41
6,3,3,5,5,48
3,4,4,1,1,17
3,0,10,11,5,28
10,2,2,11,8,42
1,1,9,7,10,9
1,4,7,0,2,29
5,6,1,2,1,16
2,4,11,4,8,10
11,11,5,8,7,1
11,6,1,7,11,30
0,1,9,5,0,47
8,11,9,5,7,25
4,8,8,0,2,15
0,6,5,10,11,16
5,7,1,8,2,20
2,8,2,1,2,46
9,0,4,7,11,30
8,11,5,6,10,21
8,3,5,4,3,30
7,7,7,3,7,25
0,0,5,0,2,15
1,2,1,2,10,20
1,8,0,11,0,37
4,9,1,2,7,35
0,1,10,0,11,41
8,6,9,11,8,23
1,9,5,11,6,49
7,7,4,3,0,28
1,8,2,2,8,9
11,11,2,6,11,35
7,4,0,6,8,26
4,4,11,0,2,48
2,2,10,3,3,49
6,1,7,10,1,38
10,2,7,9,3,11
10,9,9,5,11,25
0,3,4,0,3,23
4,8,2,6,3,30
8,11,0,7,7,23
0,5,3,7,10,14
4,0,7,1,11,34
6,0,10,5,8,32
11,1,8,5,10,40
3,9,5,0,2,1
1,4,4,3,3,11
5,9,1,11,11,14
9,4,0,2,10,49
5,3,1,3,5,15
9,4,5,8,0,0
3,2,9,1,3,11
10,1,10,7,9,35
9,5,5,10,10,44
8,5,1,9,10,1
8,11,9,7,1,47
3,1,11,10,3,42
3,5,11,5,4,33
9,5,1,8,9,39
11,9,3,11,3,10
10,9,0,0,0,11
11,4,2,6,6,0
2,6,0,4,11,15
4,11,2,9,8,41
7,6,11,9,5,49
4,2,9,9,5,45
11,0,0,6,7,5
9,9,0,11,1,27
