95,9,50
679,36,872,36,516,195,780,448,322
6,3,8,9,8,9,0,4,4,32
5,8,0,1,4,9,8,6,7,9
8,2,4,4,2,7,9,8,1,27
1,10,1,1,2,2,4,4,2,18
0,5,9,7,3,0,9,2,3,8
6,9,5,4,3,5,3,0,3,11
10,4,1,7,5,5,1,10,8,29
9,2,6,5,5,9,1,10,3,37
7,10,8,0,10,9,2,10,5,37
0,5,3,1,10,10,7,5,9,5
2,1,10,0,0,0,10,2,6,39
3,5,0,2,6,8,6,10,10,16
7,5,2,7,9,6,7,4,10,17
2,7,2,5,5,6,0,1,0,26
6,2,5,3,10,6,10,3,8,0
3,5,2,4,2,0,10,1,0,30
1,3,8,8,0,8,1,9,9,26
8,10,1,1,9,3,5,9,10,12
8,3,8,3,9,4,9,1,0,34
7,7,5,4,10,10,10,8,0,12
7,7,5,8,1,4,4,6,2,24
8,10,0,0,5,1,8,5,9,3
5,8,9,7,9,5,10,3,3,4
4,2,8,0,7,8,6,2,9,39
1,0,5,6,7,7,5,9,9,10
5,7,9,1,6,1,4,5,1,41
4,5,0,4,4,10,0,8,2,5
2,1,7,1,1,4,0,4,4,49
1,5,9,4,4,7,4,7,9,44
5,3,4,3,3,3,7,9,4,8
10,10,9,10,6,3,4,6,4,39
4,6,5,4,7,4,3,2,8,10
4,8,8,4,5,0,5,9,10,20
1,5,6,3,3,7,6,1,4,23
6,4,9,8,10,1,6,2,1,30
9,0,6,1,3,1,9,9,5,30
0,6,4,1,10,4,2,8,3,31
3,7,1,3,1,4,0,6,7,5
10,0,5,5,6,8,4,3,6,33
0,2,3,1,9,8,7,4,8,42
3,10,10,6,10,3,2,7,0,45
1,1,1,1,1,3,10,7,8,50
8,6,4,5,6,6,4,6,5,9
9,10,1,10,7,0,1,10,10,48
3,3,1,8,6,3,3,2,7,45
2,6,6,4,7,3,1,10,9,28
1,6,0,0,2,8,7,10,9,35
6,4,10,5,7,6,9,10,8,18
3,3,8,5,0,4,7,3,8,22
5,6,3,0,8,10,1,10,10,11
10,3,5,5,4,10,3,10,9,12
4,5,8,2,8,3,9,2,0,12
7,0,9,4,5,6,1,2,4,39
0,5,5,8,3,6,7,8,2,40
9,4,5,9,7,4,7,4,4,32
9,9,5,6,7,1,5,3,10,8
3,4,5,8,5,7,10,0,1,32
7,1,7,3,3,5,7,10,2,17
5,1,2,3,4,5,7,10,6,40
6,3,3,8,1,3,9,2,4,2
7,8,1,4,5,5,7,5,3,3
3,9,9,2,7,6,0,9,2,8
4,3,4,4,10,5,10,1,4,10
0,4,8,7,4,2,3,5,3,25
5,3,0,5,6,0,7,4,4,9
4,6,5,0,4,3,2,0,4,28
1,1,3,3,0,4,5,6,2,14
3,3,3,0,10,9,4,9,3,21
3,0,9,5,4,9,0,9,8,30
7,1,7,1,10,9,10,8,3,36
10,10,9,5,9,2,5,0,2,1
5,3,5,7,3,10,4,10,10,19
6,10,7,4,9,4,9,9,1,38
4,7,6,2,8,1,1,7,6,6
8,10,8,8,6,0,9,10,9,23
1,9,1,0,3,7,7,6,4,44
10,9,4,9,10,2,2,3,10,26
0,7,8,0,4,4,6,2,6,32
4,9,4,0,4,10,6,3,7,46
6,4,0,3,0,8,9,1,7,44
6,5,3,0,10,10,3,7,9,10
10,5,0,10,3,2,9,2,1,24
5,6,5,7,6,8,5,0,2,30
0,3,6,8,9,3,1,4,3,31
4,7,7,3,4,1,2,4,2,34
2,8,1,10,4,3,2,1,9,0
9,1,8,10,1,3,3,4,8,29
7,0,5,7,6,1,5,5,0,19
1,3,8,10,9,8,9,2,0,0
7,10,3,0,4,0,9,0,5,35
6,7,8,9,10,8,8,6,7,45
5,5,2,1,8,3,5,0,9,18
7,7,6,6,6,7,8,0,8,16
8,2,2,7,3,9,2,6,5,32
2,6,9,6,9,9,4,9,6,5
