90,6,50
340,996,338,649,46,143
10,10,8,0,1,10,44
0,8,9,5,5,10,43
11,3,10,8,11,8,48
6,0,2,6,6,2,27
11,11,8,5,2,1,18
11,8,3,9,7,7,41
6,2,7,0,0,9,20
7,8,6,9,2,7,38
9,9,3,6,6,10,46
9,0,2,11,6,7,34
5,2,5,1,9,1,20
5,0,1,5,9,5,10
8,1,11,1,0,9,16
4,10,6,3,11,1,42
1,8,0,8,11,5,30
0,11,5,1,3,7,11
1,2,6,8,6,0,48
1,6,9,0,8,10,24
7,11,11,9,0,0,36
8,2,4,4,8,3,1
10,7,2,0,3,1,27
7,6,11,8,9,9,32
0,4,0,8,2,10,28
10,11,4,8,7,3,47
10,0,9,11,3,1,25
10,6,6,6,1,6,3
8,9,3,11,2,5,4
1,9,6,0,6,10,19
2,6,1,2,3,8,10
10,8,0,9,6,8,33
4,3,8,11,9,1,46
9,11,4,10,8,3,17
7,4,2,9,6,0,29
9,0,10,8,10,3,29
2,9,3,5,11,11,32
4,8,2,4,0,10,12
2,1,0,9,0,9,7
2,6,2,4,4,9,50
1,7,3,10,2,1,25
2,6,3,5,1,0,23
5,3,11,0,11,7,4
7,7,0,2,2,0,43
10,3,10,10,1,9,4
2,1,4,11,2,5,48
8,1,6,10,11,6,19
1,0,6,1,0,8,33
10,5,1,9,5,7,3
5,11,5,8,7,8,32
4,4,5,7,9,9,41
2,4,2,9,4,11,18
4,3,7,3,11,11,6
10,1,6,11,4,3,37
2,6,10,11,10,5,35
4,6,1,4,11,2,29
9,8,10,10,3,11,42
2,0,5,4,2,3,37
11,0,9,10,8,7,27
0,7,4,9,7,1,8
10,11,11,8,8,9,6
2,9,10,10,4,9,43
5,10,2,9,11,9,23
8,4,5,8,7,5,28
2,10,3,10,0,4,41
10,1,6,3,0,2,0
10,8,7,8,10,9,30
9,6,2,1,0,4,44
4,7,1,11,7,0,30
8,8,9,0,5,4,27
9,3,10,6,8,3,17
7,1,4,0,0,6,43
2,8,9,9,11,6,2
2,0,1,11,6,6,45
9,0,9,9,7,8,4
7,3,0,7,0,11,40
11,8,9,10,2,6,30
8,1,3,6,3,9,37
10,0,8,6,5,3,13
2,3,2,5,2,9,13
10,9,0,5,7,0,0
9,8,0,10,4,3,28
4,0,7,8,3,0,9
11,1,11,11,0,11,2
4,7,4,7,9,4,40
11,9,8,0,4,0,43
10,10,4,7,11,2,4
10,7,5,1,4,1,42
4,0,0,4,10,2,25
8,0,7,2,8,8,17
7,4,3,9,6,9,43
3,0,4,0,4,10,41
