65,6,50
59,204,439,457,123,6
0,1,1,6,10,7,15
5,15,1,10,1,7,6
0,13,6,13,4,15,11
13,12,15,5,4,14,47
9,12,1,8,1,11,18
12,5,10,14,12,1,2
0,1,6,15,7,1,10
8,13,3,0,11,3,36
2,10,8,0,15,14,24
13,8,1,6,8,0,42
3,5,11,6,0,0,2
5,10,1,7,4,3,3
6,0,8,11,12,10,2
6,10,0,8,3,14,2
14,2,2,13,10,9,25
3,3,7,15,14,0,43
15,9,14,0,6,2,36
4,9,14,0,8,3,24
12,1,10,5,14,1,39
13,11,0,8,7,1,37
9,3,3,8,1,15,9
9,10,11,11,3,3,14
15,14,1,5,15,0,2
3,15,13,12,8,13,15
11,11,2,12,13,13,35
14,5,15,3,3,9,36
10,0,1,14,4,15,34
8,10,7,5,14,10,33
4,5,9,5,7,5,3
10,2,2,11,0,4,10
12,7,12,14,6,4,11
11,8,3,13,10,5,40
3,14,4,15,3,12,40
3,2,14,12,0,0,42
1,7,5,8,11,13,29
9,8,7,11,11,3,5
11,5,8,15,9,11,8
5,2,4,15,4,6,28
5,5,15,2,2,11,21
3,6,12,11,10,7,33
6,6,12,7,14,15,24
0,12,13,13,8,7,28
9,15,11,14,1,1,5
11,8,3,14,6,6,43
8,9,13,7,6,4,33
7,15,2,4,10,6,46
10,0,13,12,13,13,8
5,8,13,3,1,9,17
6,11,3,7,7,14,49
6,1,13,12,10,5,21
14,4,14,0,8,6,38
11,2,6,4,10,1,44
6,11,14,2,0,8,36
3,3,1,10,2,1,43
2,8,8,0,0,7,30
1,15,2,5,12,1,30
10,7,6,4,11,1,39
8,5,7,3,8,1,9
1,6,14,1,7,10,8
11,2,10,9,7,7,18
8,8,2,6,15,3,36
15,9,11,3,2,12,41
6,15,11,2,14,8,15
11,2,7,6,14,12,27
12,11,8,9,10,5,43
