55,5,50
500,418,849,98,802
2,6,8,14,0,35
1,18,9,7,11,25
11,0,6,17,13,6
11,6,3,12,16,38
16,3,7,6,5,11
13,11,6,3,12,29
4,2,15,14,5,13
18,4,4,7,13,19
15,11,3,5,18,44
6,1,1,4,2,40
15,17,9,14,3,12
11,10,4,10,0,49
5,7,3,5,12,46
5,1,17,9,10,47
17,10,2,1,11,24
11,13,16,13,10,3
1,7,11,10,8,24
12,1,11,14,3,48
3,13,14,0,4,32
13,12,2,15,6,20
12,8,5,4,13,4
18,13,7,9,11,19
4,15,16,3,14,32
14,5,7,12,10,1
4,0,5,7,10,21
17,2,4,0,3,23
17,0,3,16,6,25
18,3,8,5,18,35
14,10,18,12,14,47
6,6,3,17,0,28
11,1,14,11,6,27
4,14,17,7,0,34
18,10,15,16,5,43
16,11,11,13,13,23
5,17,5,8,7,37
12,7,14,12,5,34
16,2,4,12,4,17
10,6,14,7,10,22
0,1,15,13,13,3
17,17,16,7,14,42
5,12,15,14,6,7
16,1,18,6,8,8
16,13,4,16,4,10
2,13,5,18,11,12
3,17,9,14,13,20
12,3,4,13,11,18
11,11,1,4,4,8
5,7,14,2,16,3
3,16,1,1,5,17
13,4,9,12,4,42
2,6,6,15,8,16
7,11,3,2,12,12
5,9,9,17,13,39
7,13,5,11,3,19
18,4,2,2,247,34
