40,5,50
379,908,545,940,422
16,14,22,21,22,21
16,20,8,16,18,43
10,20,4,6,4,11
7,1,12,16,21,4
6,10,15,3,4,21
3,14,13,6,20,42
7,5,8,16,19,1
7,19,18,7,1,28
8,10,9,21,1,41
14,24,5,25,8,3
4,15,23,9,10,2
18,24,19,7,23,50
10,16,5,3,16,42
18,9,8,7,0,2
21,12,5,24,6,5
10,0,6,11,17,21
11,3,11,15,3,9
22,21,23,1,13,24
3,16,20,19,0,4
21,19,10,10,0,26
15,23,7,11,19,24
8,14,22,8,18,12
1,11,20,17,17,19
14,9,21,23,0,42
2,8,15,3,18,11
14,9,23,13,2,40
8,23,19,2,11,43
13,18,24,15,0,36
6,10,21,23,24,37
14,0,0,6,1,33
23,2,21,13,6,19
20,16,11,21,15,20
9,9,12,10,5,17
13,9,0,2,11,39
18,15,3,7,19,23
20,3,13,25,6,26
24,18,22,20,10,20
5,25,24,9,14,44
21,14,2,18,11,49
0,1,25,24,730,36
