50,5,50
675,927,458,928,7
11,4,11,6,0,19
11,0,19,16,10,18
15,9,0,10,2,33
13,19,16,10,17,6
18,0,2,1,20,37
6,2,0,9,2,24
2,17,18,11,6,39
15,6,0,16,11,39
10,5,7,18,14,43
10,20,3,10,19,19
6,4,14,6,9,39
12,10,3,4,20,19
13,10,15,14,17,9
1,5,2,16,14,24
19,5,9,8,14,31
15,9,10,18,1,8
12,3,3,4,10,2
3,13,1,16,19,21
16,12,15,16,12,40
11,12,18,19,16,10
16,12,13,11,3,37
4,18,9,16,16,33
11,12,14,0,9,26
11,15,9,6,3,12
2,10,4,17,14,27
8,10,0,2,6,14
2,14,11,20,3,39
10,1,9,2,4,12
9,19,8,11,5,0
1,1,7,0,11,32
18,4,16,1,0,34
9,11,14,17,12,43
11,3,3,2,17,36
14,2,9,15,14,40
6,17,11,19,5,3
17,9,2,15,20,7
2,8,11,11,18,0
16,0,14,17,16,16
0,1,15,10,0,2
14,3,6,10,0,32
13,13,6,16,18,19
5,3,10,1,1,15
17,14,13,10,11,37
11,14,16,6,0,30
15,14,15,10,19,1
17,5,20,7,20,43
10,15,6,14,0,40
4,14,1,0,19,18
10,11,16,0,15,33
6,14,12,15,548,5
