25,6,50
351,856,332,75,56,263
26,40,9,23,4,12,40
22,10,33,30,23,25,48
22,21,7,38,31,37,48
18,11,4,33,22,10,40
3,1,31,16,24,7,8
21,5,19,22,0,18,1
11,33,11,35,28,13,8
15,10,11,16,38,37,14
2,14,24,32,26,34,36
25,5,37,16,1,3,40
7,20,27,28,4,31,27
25,22,38,2,30,33,3
35,9,10,16,16,0,7
6,25,17,26,20,28,26
7,21,9,40,24,6,21
7,21,0,14,25,19,15
25,3,35,14,11,21,36
24,25,10,34,31,11,23
7,40,24,27,17,25,41
14,3,12,19,21,30,16
12,26,1,25,7,37,28
40,11,12,19,31,28,31
8,1,39,7,6,26,27
29,17,20,15,30,5,10
29,6,18,5,24,36,45
