65,6,50
407,430,777,276,17,103
3,0,2,14,2,10,42
3,2,0,0,3,15,44
13,14,14,1,1,8,46
2,7,14,1,2,7,12
2,6,5,8,9,4,10
0,6,14,8,6,11,10
8,8,13,5,7,5,31
14,1,5,7,5,11,25
10,15,7,11,9,0,2
1,2,4,4,2,13,19
2,14,7,4,3,5,20
13,12,10,1,10,5,6
2,4,13,7,11,4,30
3,9,0,1,12,4,32
5,10,15,6,13,1,12
4,8,3,15,15,5,40
3,12,5,15,12,7,19
8,12,10,2,1,10,41
7,1,8,2,7,1,21
10,1,9,11,9,15,36
3,3,8,13,11,12,38
13,13,5,7,0,5,49
14,12,4,1,11,8,8
0,1,0,2,13,7,9
2,11,0,3,5,0,2
12,1,3,11,6,12,9
0,9,13,7,7,12,21
2,7,8,6,10,11,40
4,7,6,4,14,1,47
5,11,14,2,9,13,12
1,2,3,4,7,10,40
15,7,9,2,9,2,13
15,6,14,2,1,1,16
8,5,4,2,7,13,20
8,12,6,5,3,9,32
5,3,11,13,7,5,30
6,13,5,9,10,12,34
5,1,3,15,0,0,45
2,3,5,0,9,13,14
0,9,3,4,1,12,18
5,8,9,11,3,6,11
8,0,5,12,0,11,32
10,3,7,0,13,0,12
4,14,4,2,1,11,6
15,1,11,12,13,9,49
15,1,13,0,1,6,2
8,10,8,13,14,11,15
8,9,5,2,9,13,37
5,1,2,1,0,13,36
13,13,3,5,0,7,10
8,12,7,15,11,11,11
5,4,15,8,13,1,36
8,7,0,5,6,8,10
4,1,12,8,14,12,28
13,6,15,4,8,1,3
0,0,11,11,5,3,16
2,7,10,12,3,7,2
14,12,13,12,11,8,50
6,8,3,0,10,10,27
4,7,9,6,3,12,1
1,5,3,12,8,13,34
13,11,1,0,14,1,19
0,12,14,5,10,1,35
3,6,2,0,2,13,2
4,1,9,7,9,12,33
