45,5,50
819,792,99,518,184
21,4,3,6,9,5
18,15,13,18,19,22
18,14,20,12,1,38
5,7,13,9,7,3
7,20,16,9,17,17
22,19,22,18,6,15
0,12,13,13,12,4
20,3,16,22,20,10
2,12,1,5,19,22
11,22,2,4,4,31
15,7,20,17,8,13
22,5,5,4,15,48
2,22,19,8,12,21
18,6,5,21,14,20
8,16,5,4,16,5
7,1,16,4,19,2
1,17,13,6,18,25
0,9,15,21,4,32
22,20,5,9,18,40
0,20,11,5,4,49
7,17,7,4,11,44
14,1,9,16,7,1
13,13,6,13,5,17
18,3,3,13,22,12
14,4,3,14,7,7
10,20,7,11,17,1
10,15,18,17,16,37
15,20,15,1,4,0
2,9,8,10,2,4
14,20,14,22,2,6
22,5,13,5,19,30
12,17,12,8,6,46
6,6,4,22,7,10
19,14,10,0,10,10
18,1,15,15,2,1
12,3,18,19,11,11
9,11,0,11,21,14
13,15,13,16,7,41
22,2,19,2,7,12
1,8,21,20,17,26
7,1,4,14,22,18
17,3,12,17,4,4
8,22,15,10,4,5
3,21,7,9,2,42
10,12,18,7,2,28
