90,15,50
238,593,912,737,632,296,901,220,621,737,420,164,649,427,19
8,11,9,8,1,5,9,3,5,8,8,0,7,6,0,22
2,0,8,1,10,5,9,1,7,8,1,9,5,3,2,30
5,1,1,5,4,11,9,4,9,3,5,7,9,8,0,28
4,10,1,4,11,1,6,3,0,0,1,3,6,8,4,24
10,9,4,4,5,8,1,0,7,5,9,6,7,3,7,0
11,2,5,9,3,8,7,8,1,11,2,5,3,6,9,16
9,2,3,5,8,3,1,3,0,11,9,1,1,10,4,14
3,7,8,1,7,6,4,3,4,2,0,3,8,5,8,20
0,9,8,8,9,5,2,1,11,1,3,8,10,6,3,20
8,5,6,10,6,2,2,10,10,0,3,1,8,0,9,45
4,9,2,2,8,10,3,3,6,6,6,3,8,7,0,40
5,10,4,5,3,1,9,0,11,2,0,3,9,7,1,24
5,3,10,1,8,1,8,7,11,10,3,2,1,7,8,17
3,4,1,2,9,2,3,9,7,8,6,1,9,8,6,14
10,7,6,2,11,2,10,11,7,11,0,1,6,9,6,19
10,7,5,10,5,6,10,5,9,5,2,3,5,8,3,18
9,4,5,10,7,7,4,1,2,6,0,4,7,3,2,11
2,4,1,3,11,5,5,8,10,1,3,5,0,10,5,38
4,3,11,7,1,9,6,3,8,2,4,11,11,2,9,31
11,10,4,3,7,6,8,6,7,1,1,0,0,0,2,46
4,7,5,11,0,11,5,3,8,9,10,3,4,1,2,38
8,2,6,9,9,9,8,11,5,1,4,10,3,6,5,40
1,5,10,9,10,10,0,7,7,3,9,6,0,9,9,15
3,0,0,0,4,3,8,4,7,0,9,0,2,1,10,39
7,8,10,4,1,9,3,6,2,5,1,6,0,1,10,45
6,7,1,2,6,0,1,11,4,7,11,3,1,5,2,34
5,5,9,10,6,10,3,4,7,7,7,1,0,6,2,27
10,4,5,2,5,11,9,5,11,10,10,9,4,5,0,15
4,4,4,6,9,9,10,9,6,0,10,1,11,3,0,39
2,2,0,8,6,5,10,7,5,3,7,0,7,2,8,44
0,8,2,4,6,3,11,1,1,5,2,8,11,9,9,30
4,10,7,0,0,1,0,11,10,9,1,7,1,3,7,5
9,10,4,0,1,4,3,8,2,9,0,0,6,0,0,45
2,8,5,6,9,0,9,3,2,2,4,2,3,9,8,33
3,5,9,2,1,7,8,2,11,5,10,0,5,7,5,28
1,11,7,6,3,6,7,9,1,7,0,8,9,3,7,6
6,2,9,10,7,9,5,11,10,8,3,8,4,7,0,21
9,3,0,8,11,10,2,7,2,7,2,7,11,6,1,27
1,0,0,8,4,2,6,11,11,3,0,8,7,11,6,11
6,9,8,8,1,5,4,0,6,11,5,6,1,2,5,21
9,4,11,8,9,0,0,10,0,6,7,8,6,0,6,13
0,9,11,2,1,10,7,4,1,10,10,9,6,6,3,37
6,5,1,7,1,6,10,9,4,4,7,8,0,9,1,35
6,2,6,10,7,2,10,10,7,1,0,8,8,2,8,46
4,9,3,3,3,6,5,2,10,2,1,0,6,7,5,33
1,1,4,1,10,0,6,8,0,7,7,3,5,0,6,39
3,9,3,5,2,9,3,7,3,11,11,4,8,9,4,12
1,2,1,5,3,5,2,9,3,9,3,11,10,9,0,35
6,11,11,2,11,2,6,6,3,8,0,4,6,9,6,0
2,7,6,8,6,8,10,5,10,7,1,2,6,8,3,20
3,7,3,0,2,9,2,5,2,0,9,1,0,8,5,48
4,11,2,0,3,2,10,9,3,0,0,5,11,7,9,33
8,4,1,5,11,4,1,6,3,4,8,1,5,8,7,26
6,8,1,7,10,11,11,3,3,1,0,5,7,2,9,5
1,7,3,8,9,9,5,7,11,8,4,5,10,5,7,31
6,7,4,4,6,6,8,8,10,5,10,8,7,10,7,46
8,0,4,0,10,8,5,3,11,11,5,6,11,10,10,31
2,7,2,2,0,4,10,4,3,5,9,0,7,11,4,33
4,10,1,11,0,10,10,2,4,9,0,2,8,4,11,42
7,9,7,11,8,0,3,4,0,0,1,7,3,4,11,44
4,9,5,4,4,3,3,8,5,11,4,7,9,3,2,0
8,4,0,6,6,3,5,10,7,7,3,7,3,2,5,2
9,2,0,3,9,10,0,9,9,5,5,0,6,6,0,45
7,9,3,3,10,4,4,0,1,10,6,2,10,4,8,32
11,1,3,8,5,7,9,9,7,10,3,8,6,9,3,31
10,7,11,2,4,8,10,0,1,4,6,2,1,3,10,1
2,5,0,11,10,0,7,4,0,7,11,1,6,1,1,43
11,11,1,7,3,7,5,8,5,2,8,2,4,6,2,29
5,11,6,0,10,10,1,10,8,8,1,2,6,2,6,32
7,5,3,2,4,8,8,3,4,7,11,10,11,2,1,4
2,2,10,3,7,8,0,7,11,4,11,3,6,3,5,27
1,4,4,3,11,11,8,0,9,0,3,2,6,3,10,41
7,11,2,4,2,8,10,11,1,11,7,0,5,1,2,26
0,1,4,7,4,2,8,1,5,0,4,6,8,4,9,25
9,6,1,3,2,6,10,3,5,6,4,5,9,11,5,26
11,3,0,4,6,2,8,5,8,0,7,6,7,9,3,13
4,10,7,5,5,11,1,9,5,5,11,2,8,6,7,47
8,3,11,3,11,6,1,0,9,11,11,6,9,4,3,37
7,3,1,4,1,11,9,3,3,7,6,11,11,2,7,29
1,0,2,5,9,0,2,6,6,10,5,6,7,10,1,0
0,2,10,2,3,5,1,7,8,1,7,4,10,10,1,41
2,11,7,8,1,4,7,3,5,1,7,3,4,6,5,29
1,11,2,5,11,10,1,3,7,2,6,6,4,3,2,42
1,4,0,6,3,11,0,3,11,3,4,11,6,2,0,48
3,5,10,7,1,1,5,9,6,3,6,11,11,0,9,18
1,10,1,1,6,1,10,10,0,1,9,7,11,10,9,1
2,9,5,2,4,3,10,11,7,4,3,8,9,2,2,2
5,1,8,11,4,9,0,5,4,2,0,4,0,7,4,9
10,7,11,0,6,3,8,4,3,4,1,2,11,4,10,25
10,2,7,7,3,7,10,2,7,11,0,8,5,5,363,15
