50,6,50
663,903,435,542,55,17
9,17,11,5,7,9,24
2,17,3,5,10,2,48
16,12,18,10,17,11,25
11,19,15,14,10,2,45
5,3,16,0,7,19,36
12,8,0,0,3,2,8
20,4,16,8,2,10,14
1,18,16,18,18,2,19
1,6,3,16,12,11,21
19,16,17,3,11,6,34
11,3,1,16,19,0,36
12,10,9,13,10,1,35
6,12,9,0,10,9,5
14,20,9,6,12,17,27
2,7,16,8,9,20,0
14,19,16,6,10,5,33
5,6,4,6,17,10,33
17,14,9,15,1,4,19
9,0,15,2,4,13,26
10,0,19,6,2,20,33
0,6,14,20,6,3,41
18,20,8,13,5,9,18
4,2,8,11,17,4,8
7,19,15,13,20,11,23
0,17,18,3,13,1,35
11,10,16,18,15,20,11
1,18,17,5,8,14,6
16,6,11,7,2,19,16
8,10,13,16,13,15,43
11,4,10,1,11,2,16
19,5,14,10,10,4,42
14,2,20,7,10,14,11
18,8,6,16,5,4,1
4,14,2,17,10,6,35
6,7,4,8,14,15,15
4,14,14,15,7,2,33
11,5,20,2,7,20,30
0,3,19,5,3,9,32
9,10,17,19,14,7,6
0,8,3,2,14,0,34
10,8,6,0,20,6,31
12,9,7,15,13,16,34
7,19,0,9,3,4,38
18,11,14,6,8,9,6
5,2,4,20,1,4,7
18,17,10,20,3,9,24
19,19,5,18,14,18,20
11,8,9,9,17,12,22
14,5,9,5,18,8,43
11,19,4,16,5,18,32
