55,6,50
915,921,257,811,64,432
5,12,1,7,15,5,3
15,15,12,8,3,8,4
6,18,11,8,14,9,0
18,12,13,2,6,10,43
5,4,7,5,12,18,21
5,13,1,9,12,9,30
3,6,12,5,2,5,13
14,18,5,6,1,9,23
14,15,0,4,13,17,15
12,8,8,17,14,8,38
10,12,2,18,8,9,48
5,5,10,13,16,11,9
11,10,16,18,17,6,43
4,7,14,11,13,9,44
2,4,10,9,3,2,45
11,0,10,9,15,0,6
10,14,13,17,8,15,12
13,10,18,11,14,3,28
17,6,2,16,14,8,25
18,1,6,8,2,13,34
16,5,3,4,0,6,29
13,18,18,2,11,16,38
11,4,14,12,18,1,30
15,3,17,0,4,5,8
14,0,12,3,18,11,18
4,10,5,1,8,10,8
3,14,17,13,14,0,20
10,7,15,11,11,9,17
7,14,16,14,15,17,33
12,18,13,6,13,3,28
17,8,18,17,10,6,9
7,10,15,4,14,5,49
12,7,15,2,2,10,27
15,8,18,5,3,3,11
16,12,5,13,8,3,9
0,7,9,13,7,1,23
7,10,15,7,17,9,17
13,4,15,14,14,14,28
0,14,13,16,8,10,47
12,13,16,4,5,14,24
2,5,1,14,4,9,22
4,12,12,3,9,14,25
10,5,17,18,2,3,9
1,1,12,13,0,17,33
7,1,17,17,3,18,28
1,13,18,17,18,3,10
9,8,2,7,17,8,32
4,4,14,17,2,12,1
1,14,2,13,16,15,48
4,17,8,2,13,5,20
14,8,8,12,12,12,7
10,2,15,5,18,9,44
15,13,12,4,2,4,12
16,9,10,5,15,11,16
14,1,16,9,1,274,42
