75,5,50
595,730,648,442,486
0,12,6,9,4,11
5,11,9,2,9,6
8,3,9,7,3,25
7,5,6,7,2,13
12,10,7,4,13,48
0,11,10,5,13,34
13,6,8,4,3,6
12,13,9,3,7,27
13,5,0,5,7,7
12,7,1,3,7,45
4,9,10,7,11,37
2,12,10,0,13,44
4,8,13,4,2,8
13,5,0,3,5,48
11,0,7,12,10,13
11,1,6,10,0,11
3,7,6,9,5,0
9,13,2,12,9,9
5,8,7,1,12,29
11,9,10,13,2,23
4,8,2,8,4,45
5,11,12,0,10,27
4,9,7,4,10,34
9,4,10,12,12,17
9,6,0,6,6,30
13,12,5,8,10,47
0,7,8,7,8,25
11,7,3,13,1,23
7,12,8,10,2,35
4,13,6,0,9,25
13,12,9,3,12,14
0,1,3,9,8,20
5,9,12,11,1,28
4,13,11,13,5,47
13,0,5,13,0,47
7,2,8,0,11,39
0,8,4,0,9,9
12,11,10,13,6,16
2,6,8,6,2,30
5,5,8,7,0,46
11,5,7,0,7,20
5,7,4,6,1,38
7,13,10,13,5,5
9,13,6,3,5,35
12,5,11,0,1,32
10,10,2,5,2,36
5,11,8,8,3,7
7,6,7,2,11,38
8,9,0,12,9,46
6,5,1,1,12,12
5,5,3,12,11,23
7,11,13,11,4,20
7,9,1,6,11,11
8,2,7,12,1,4
13,13,4,6,10,50
8,8,12,2,13,5
10,2,7,13,9,30
8,3,5,8,4,47
9,3,4,12,6,12
12,1,6,10,1,44
5,6,4,6,9,32
11,12,3,7,2,29
13,8,0,9,2,29
8,12,3,4,0,46
3,1,12,9,12,6
3,13,3,2,11,47
2,6,13,8,10,12
5,7,4,12,5,38
4,2,8,2,0,44
3,0,6,8,0,40
5,7,5,13,4,12
12,3,12,5,4,43
9,11,6,9,1,14
2,4,4,1,6,47
13,12,6,6,355,46
