65,5,50
533,774,965,492,635
9,4,13,9,9,30
3,3,11,8,0,22
1,6,4,3,11,42
7,5,8,12,11,40
13,3,1,12,11,14
14,13,12,13,15,41
14,5,10,9,3,18
7,10,8,10,0,29
5,8,5,1,5,3
2,15,7,6,5,39
3,13,11,4,1,10
10,12,6,4,4,4
1,9,10,7,5,26
15,12,7,4,15,7
11,4,0,2,9,27
8,15,6,13,15,33
1,15,6,11,11,13
8,8,10,12,0,35
0,5,11,4,7,46
15,10,0,13,13,46
13,6,3,3,11,44
4,15,4,7,12,44
3,0,15,2,9,48
1,10,0,13,12,25
14,15,13,7,13,38
15,14,9,2,13,5
9,6,2,4,1,37
3,14,7,12,15,39
5,15,6,1,14,9
8,7,4,13,15,16
10,0,0,8,6,8
14,11,9,15,15,9
1,14,3,2,15,16
2,15,5,14,6,8
2,7,9,1,1,24
15,8,14,10,7,21
11,11,14,14,3,19
5,2,13,13,5,9
2,11,0,4,2,33
9,1,4,10,6,4
13,5,5,12,3,10
13,11,2,8,6,18
15,15,12,11,11,33
0,5,10,14,15,21
4,2,7,10,12,6
8,14,15,15,7,35
15,9,9,4,1,46
13,10,4,7,10,0
3,10,12,5,13,36
9,0,3,6,9,44
1,4,5,1,0,35
15,6,11,13,3,15
1,10,12,3,11,4
9,11,15,8,2,9
4,0,6,8,6,10
6,6,12,11,8,17
8,4,4,11,15,22
3,13,10,0,10,6
12,14,1,2,6,5
8,9,7,0,12,44
7,11,7,9,5,25
6,8,15,0,15,22
3,7,2,14,4,37
15,3,15,14,8,13
15,10,9,13,822,27
