40,6,50
186,545,752,337,713,407
4,3,18,8,5,9,39
1,3,23,6,14,14,27
21,23,16,5,2,18,16
14,13,22,3,5,3,33
11,22,2,23,10,16,39
8,10,13,11,12,14,22
0,5,16,7,15,2,50
4,25,13,3,12,6,13
8,25,0,13,4,16,42
19,1,14,22,17,14,36
14,3,16,10,17,21,38
18,8,13,25,0,22,8
20,3,11,16,4,15,27
8,11,8,12,24,2,31
20,7,13,18,12,21,45
11,2,3,6,12,21,42
2,3,9,18,2,5,13
25,19,13,20,1,9,33
12,13,21,8,6,1,38
14,5,11,20,9,1,13
21,19,19,17,22,3,30
13,25,18,1,17,11,39
19,15,0,1,8,0,19
12,18,6,24,17,11,9
14,4,6,8,24,24,20
24,17,8,5,25,24,38
22,3,4,11,7,7,27
3,11,16,9,15,15,27
15,13,14,8,3,5,19
11,23,6,22,19,20,19
11,0,16,1,23,2,40
10,15,2,7,25,6,50
21,18,2,22,24,16,41
23,12,16,24,1,20,34
18,21,8,4,13,2,25
2,7,2,22,12,10,44
20,18,7,15,8,23,10
18,18,21,25,2,18,28
12,1,9,21,2,16,40
22,19,0,4,19,42,29
