60,10,50
707,457,772,768,636,294,620,540,895,532
3,2,5,5,8,15,4,16,16,6,30
5,11,10,0,13,14,1,8,15,16,5
13,10,3,14,12,5,1,3,9,13,15
0,10,4,4,9,5,7,8,1,3,29
7,1,2,16,12,4,2,10,14,8,6
12,1,14,7,5,14,0,5,16,2,14
9,11,10,16,0,12,11,5,13,14,7
14,13,13,5,5,5,1,15,7,4,21
12,1,12,8,12,3,9,14,11,2,13
9,2,8,10,11,2,2,1,7,10,43
9,6,11,13,10,14,9,9,5,9,16
2,0,1,13,7,15,10,2,0,13,23
9,12,14,14,3,7,14,9,1,4,13
6,7,7,16,13,0,5,16,14,6,38
11,5,7,3,8,1,10,0,12,4,12
8,0,6,14,0,11,0,11,4,1,6
16,9,4,8,11,13,0,9,15,7,20
9,11,10,2,3,2,13,12,1,8,45
15,16,5,13,15,16,0,6,9,4,31
8,14,2,8,7,10,4,10,16,0,48
4,11,15,14,4,13,13,4,13,1,4
8,5,12,3,16,2,1,7,12,11,25
14,3,3,0,11,10,16,6,13,9,27
8,4,3,6,11,6,10,8,3,10,49
16,0,16,6,1,10,4,10,6,10,6
5,3,5,6,14,1,12,0,1,6,3
7,0,3,14,0,15,16,7,13,3,40
2,0,16,1,0,15,14,16,13,16,31
16,7,4,14,2,3,16,11,11,10,39
1,2,8,14,3,2,14,0,3,15,41
14,14,1,8,1,11,11,14,5,10,5
5,0,2,12,3,12,12,4,7,8,21
11,15,0,8,3,2,8,9,10,14,15
8,10,1,11,3,5,10,6,9,16,15
6,12,5,14,1,6,11,8,14,16,8
12,3,8,1,12,10,3,3,1,3,19
8,15,16,0,9,12,6,7,2,14,29
15,4,4,5,0,3,9,5,15,5,46
11,15,10,14,4,3,8,4,12,13,37
8,9,5,8,7,1,5,7,15,10,45
16,5,13,11,11,3,1,10,13,2,14
12,11,16,0,0,10,10,12,10,12,44
11,14,10,16,5,11,15,16,2,10,16
9,5,16,12,12,12,6,5,0,16,2
9,11,3,9,11,7,12,3,7,12,7
3,7,15,15,4,7,1,2,1,16,19
14,9,0,11,15,12,13,3,1,2,25
14,9,9,1,6,0,4,13,15,12,39
11,16,13,5,8,16,0,0,8,1,48
5,8,4,7,12,12,3,14,9,0,24
1,7,15,12,4,16,14,8,13,7,29
12,15,13,4,11,13,2,14,4,9,48
12,0,16,2,0,11,4,9,5,10,35
3,15,1,15,12,0,7,13,12,7,7
3,10,0,14,1,4,14,15,13,1,49
12,5,12,7,5,15,7,16,1,5,9
7,12,10,8,10,12,11,11,12,9,2
9,6,1,7,14,8,1,3,3,4,29
16,7,10,11,3,16,8,0,0,7,38
13,15,15,15,6,15,10,11,4,1375,10
