75,6,50
80,297,434,613,424,349
4,3,11,12,5,12,42
3,10,13,2,12,13,28
10,4,2,2,3,7,44
7,4,6,0,9,4,6
4,2,5,3,9,11,43
8,3,3,10,0,5,47
2,8,10,12,1,2,19
12,7,3,10,2,8,32
0,0,7,7,0,8,25
5,5,10,7,8,4,40
1,4,12,6,12,12,41
3,6,3,10,7,8,19
6,6,12,3,13,2,45
7,6,3,3,13,3,44
7,8,10,8,6,13,1
5,5,6,0,7,3,17
12,1,1,13,9,8,30
4,10,3,9,2,2,50
3,5,3,11,3,1,31
0,4,7,9,8,0,36
1,9,11,13,7,6,19
3,3,3,0,1,1,0
4,1,6,13,1,4,21
13,4,7,0,13,3,24
13,9,9,8,6,0,38
9,12,3,11,8,10,38
11,9,2,12,1,6,2
11,13,0,4,3,2,39
11,1,13,3,13,13,40
4,6,11,13,8,11,46
3,4,12,2,1,4,1
5,3,13,5,2,7,50
12,10,3,3,5,13,27
4,3,12,9,6,0,23
4,9,4,7,2,6,44
2,8,12,6,9,0,37
8,9,4,11,4,2,16
2,4,8,2,11,12,36
9,8,6,8,11,2,30
6,11,1,11,7,0,15
4,7,12,4,11,11,26
6,4,12,2,6,1,22
7,8,6,8,7,12,46
13,12,7,3,8,2,15
12,2,2,7,10,5,41
7,11,11,9,10,4,43
9,3,12,2,1,13,40
1,3,13,10,1,4,10
11,7,2,12,8,8,34
4,1,2,9,12,0,21
3,7,5,1,10,9,43
3,12,11,0,3,6,16
5,1,10,7,1,0,30
0,7,3,13,8,5,49
3,2,2,0,7,11,0
6,8,12,6,10,8,35
12,6,10,3,10,1,5
7,10,5,7,11,1,34
8,11,4,5,13,1,32
4,13,12,0,5,9,27
12,9,7,3,4,13,4
0,7,1,3,4,0,38
11,0,4,10,8,4,0
1,0,13,4,10,8,29
11,11,8,4,12,13,32
8,0,6,6,8,2,35
2,6,5,1,1,13,47
10,7,11,8,2,12,16
2,3,7,4,10,12,13
6,6,2,6,6,10,46
10,5,3,3,9,3,40
10,1,12,10,9,11,20
7,5,8,0,2,7,48
6,7,13,9,1,8,49
5,11,10,8,9,6,22
