60,5,50
638,446,756,511,934
6,0,16,13,8,0
2,4,1,14,0,40
16,8,8,2,2,24
9,10,0,13,14,47
6,9,16,3,5,6
13,14,7,10,16,38
7,14,3,0,4,27
0,1,6,12,13,27
16,14,3,9,15,34
4,12,8,10,4,4
13,16,14,7,10,39
0,3,6,5,0,29
5,2,10,11,2,49
1,9,11,7,6,14
14,8,3,11,5,1
14,11,4,4,2,33
14,15,15,14,11,26
5,12,6,14,11,45
10,11,14,6,7,37
16,10,16,16,8,23
0,9,2,6,16,20
1,8,2,3,15,50
9,11,7,8,0,9
16,9,0,13,15,38
15,0,15,1,1,24
0,10,2,8,15,44
7,6,10,12,14,19
15,1,10,3,13,30
15,7,12,2,0,19
7,13,3,4,6,9
5,16,2,14,6,19
13,7,6,15,13,4
15,5,5,1,15,41
16,7,0,0,0,44
6,2,14,2,1,19
15,8,8,7,1,34
4,10,10,14,11,7
5,6,2,7,15,9
15,15,8,16,9,6
3,4,12,8,1,46
10,4,7,5,10,0
16,4,5,3,13,22
16,12,16,10,8,3
14,6,14,9,3,25
16,10,0,12,2,11
4,6,15,9,12,6
7,10,11,2,11,0
9,6,13,16,2,11
14,12,16,10,10,13
0,8,14,9,1,10
16,5,11,0,10,42
16,3,1,2,9,50
13,6,5,1,2,13
14,13,16,0,3,48
4,11,13,12,3,9
6,16,3,12,16,22
12,11,10,10,4,48
3,7,2,3,10,42
0,10,5,2,3,25
3,8,3,6,857,4
